,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
16,ROOFTOP,"800 W 6th St, Los Angeles, CA 90017, USA",ChIJF_FQ5rPHwoARVnJ9biuJ1MY,(INC.)BA,34.0502104,-118.2578981,1,90017,OK,"establishment,point_of_interest"
17,ROOFTOP,"132 Kuethe Dr, Annapolis, MD 21403, USA",ChIJt5f4EMX1t4kRC_ngCclwLu0,(INC.)CKA,38.9339508,-76.48908159999999,1,21403,OK,"establishment,point_of_interest"
18,ROOFTOP,"2561 Memorial Blvd, Connellsville, PA 15425, USA",ChIJJwvCw4klNYgROQyboaI_J0E,(INC.)IOCI,40.05481,-79.561337,1,15425,OK,"establishment,gas_station,point_of_interest"
19,,,,(INC.)OBORCI,,,0,,ZERO_RESULTS,
20,,,,(INC.)STAVSKI,,,0,,ZERO_RESULTS,
21,ROOFTOP,"4554 Chicago Ave, Minneapolis, MN 55407, USA",ChIJ9TsAG9Qn9ocRSztT-auWrtI,(INC.)TA,44.9199723,-93.2630578,1,55407,OK,"car_repair,establishment,gas_station,point_of_interest,store"
22,ROOFTOP,"129 Haddon Ave, Haddon Township, NJ 08108, USA",ChIJtY9FcfrLxokRI899EDkdsLs,(INC.)TINE,39.9108599,-75.0498621,1,08108,OK,"car_repair,establishment,point_of_interest,store"
23,,,,(INC.)TRSTOVAC,,,0,,ZERO_RESULTS,
24,ROOFTOP,"5815 Armour Dr, Houston, TX 77020, USA",ChIJIVlqeB68QIYR9kHZfNce3WU,(INC.)UME,29.758136,-95.30819199999999,1,77020,OK,"establishment,point_of_interest"
25,ROOFTOP,"5150 Goldman Ave, Moorpark, CA 93021, USA",ChIJRa3WGyUy6IARBZzR2wRK1V8,(INC.)VAC,34.2801049,-118.8924417,1,93021,OK,"establishment,general_contractor,point_of_interest"
26,GEOMETRIC_CENTER,"Put Polja, 21469, Sućuraj, Croatia",ChIJ_eWvcdf4ShMRuqHOQj-OsCk,. M. V. POLJU,43.1272503,17.1846758,1,21469,OK,route
27,ROOFTOP,"13220 Willow Ln, Burnsville, MN 55337, USA",ChIJ0X8Wvn469ocRc91hccwh2O8,A(INC.)RONICK,44.763074,-93.262373,2,55337,OK,"establishment,point_of_interest"
28,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,A. CARIGROD,41.0082376,28.9783589,1,,OK,"locality,political"
29,APPROXIMATE,"Le Champ du Mineur, 22400 Meslin, France",ChIJrwybaWIXDkgR-UHk5ojipAo,A. MINEURE,48.42292,-2.59644,2,22400,OK,"colloquial_area,political"
30,APPROXIMATE,"Humac, Bosnia and Herzegovina",ChIJZV91kHAKX0cRvi-NnDSJH9A,A.HUMAC,43.9901546,17.4962874,1,,OK,"locality,political"
31,ROOFTOP,"2900 W Main St, Independence, KS 67301, USA",ChIJO-GwB7nUuYcRdgY4p8kQpoc,AARON,37.2268445,-95.74319349999999,1,67301,OK,"electronics_store,establishment,furniture_store,home_goods_store,point_of_interest,store"
32,ROOFTOP,"802 Mundy Dr AB, El Paso, TX 79902, USA",ChIJRX0X-_lY54YRITW_rh1J7cY,AB ELIAS,31.7604352,-106.4989829,2,79902,OK,subpremise
33,APPROXIMATE,"Aba, Nigeria",ChIJ8_swjzCZQhARobyMDL9eNJg,ABA,5.1215877,7.3732655,4,,OK,"locality,political"
34,,,,ABADATE,,,0,,ZERO_RESULTS,
35,APPROXIMATE,"Aabbasiyyeh, Lebanon",ChIJ2zRmZ6CIHhURdCHjWy9SO4E,ABASSIEH,33.29853629999999,35.2830678,1,,OK,"locality,political"
36,APPROXIMATE,"Abat, 23500 Clairavaux, France",ChIJ8x7Zgge5-UcRDQ4zJi1mWvY,ABAT,45.7702669,2.156915,5,23500,OK,"colloquial_area,political"
37,ROOFTOP,"2100 29th St, Sacramento, CA 95817, USA",ChIJJcQyH_LQmoARzo1H_nlyilE,ABATIN,38.5613439,-121.4739462,1,95817,OK,"establishment,health,point_of_interest,store"
38,ROOFTOP,"2100 29th St, Sacramento, CA 95817, USA",ChIJJcQyH_LQmoARzo1H_nlyilE,ABATYN,38.5613439,-121.4739462,1,95817,OK,"establishment,health,point_of_interest,store"
39,APPROXIMATE,"15024 Abbazia AL, Italy",ChIJ8yyLAG6bh0cRBn4sd7XXfTg,ABAZIA,44.8665374,8.4350119,1,15024,OK,"locality,political"
40,,,,ABBASSIN,,,0,,ZERO_RESULTS,
41,APPROXIMATE,"Opatija, Croatia",ChIJG3S1y0qoZEcRkMIrhlCtAAQ,ABBAZIA,45.3376197,14.305196,1,,OK,"locality,political"
42,APPROXIMATE,"Sidi Abdelli, Algeria",ChIJzQW2KXgufw0R9vjXYyj9SlY,ABDELLI,35.0638308,-1.1329034,1,,OK,"locality,political"
43,APPROXIMATE,"Douar Abdine Oulia, Morocco",ChIJUSA5MpYGoA0RbSzZ3X7DyU8,ABDINE,34.32575300000001,-5.1647123,1,,OK,"locality,political"
44,,,,ABDINO,,,0,,ZERO_RESULTS,
45,,,,ABDO BAYADE,,,0,,ZERO_RESULTS,
46,ROOFTOP,"Berliner Str. 16 A, 58135 Hagen, Germany",ChIJ2-uVr0Q7uUcRQdb1Ye-lEJU,ABEF,51.35199,7.442620000000001,2,58135,OK,"establishment,point_of_interest"
47,ROOFTOP,"3825 Lake Austin Blvd, Austin, TX 78703, USA",ChIJTWZhRFW1RIYRQf4y1GNKPwE,ABEL,30.2950323,-97.7843841,1,78703,OK,"bar,establishment,food,point_of_interest,restaurant"
48,GEOMETRIC_CENTER,"Abey Rd, Melton South VIC 3338, Australia",ChIJ06kKWU3t1moRLmX0ctUD9kc,ABEY,-37.705104,144.5913539,1,3338,OK,route
49,ROOFTOP,"1845 Fairmount Street, Wichita, KS 67260, USA",ChIJ55Ztz-biuocRNZyJ_9dUA9A,ABLAH,37.7187901,-97.2922134,2,67260,OK,"establishment,library,point_of_interest"
50,,,,ABLAT,,,0,,ZERO_RESULTS,
51,ROOFTOP,"2180 Good St, Memphis, TN 38118, USA",ChIJURET8SQ-f4gR9GGnk-AgIl4,ABRA,35.57394370000001,-89.6502476,1,38118,OK,"car_repair,establishment,home_goods_store,point_of_interest,store"
52,APPROXIMATE,"Bourg-d'Abren, 24130 Saint-Pierre-d'Eyraud, France",ChIJZ8Z-n4XIqhIRiHobJ4paFr4,ABRENE,44.860715,0.346843,2,24130,OK,"political,sublocality,sublocality_level_1"
53,APPROXIMATE,Abrijë e Poshtemë,ChIJiz1ENndtUxMR8UepsIGPioI,ABRIJE,42.6411582,20.7554565,1,,OK,"locality,political"
54,GEOMETRIC_CENTER,"Beirut, Lebanon",ChIJDdv3gv4WHxURFCEg5PsE-L4,ABRINE,33.8893954,35.5166477,1,,OK,"church,establishment,place_of_worship,point_of_interest"
55,,,,ABUENRA,,,0,,ZERO_RESULTS,
56,ROOFTOP,"Chemin des Romains 12, 1950 Sion, Switzerland",ChIJVassUFDcjkcRznxDG7HL-mQ,ABYTUS,46.2347387,7.336208300000001,1,1950,OK,"establishment,point_of_interest,real_estate_agency"
57,ROOFTOP,"55 University Ave #620, Toronto, ON M5J 2H7, Canada",ChIJ7VcHoFwzK4gRIVjEsovZH5g,ACCA,43.6468085,-79.3839289,1,M5J 2H7,OK,"accounting,establishment,finance,point_of_interest"
58,,,,ACCAAR,,,0,,ZERO_RESULTS,
59,,,,ACCUE EL BETTA,,,0,,ZERO_RESULTS,
60,APPROXIMATE,"Asha, Chelyabinsk Oblast, Russia",ChIJK1qzfvLq20MRIvNZzRJqekA,ACHA,54.98909339999999,57.27338779999999,1,,OK,"locality,political"
61,GEOMETRIC_CENTER,"Av. Francisco Ucelay Sabina, 38660 Costa Adeje, Santa Cruz de Tenerife, Spain",ChIJW5sQLFGXagwR7i8mOibfulQ,ACHAMAN,28.0893582,-16.7297839,1,38660,OK,"bar,establishment,night_club,point_of_interest"
62,APPROXIMATE,"Uçhisar, Tekelli Mahallesi, 50240 Uçhisar Belediyesi/Nevşehir Merkez/Nevşehir, Turkey",ChIJWV4c--5oKhUR16hlGdzhJDE,ACHEISAR,38.628916,34.803883,1,50240,OK,"locality,political"
63,APPROXIMATE,"Fetahpur Achek, Uttar Pradesh 244242, India",ChIJKUqnLsMVCzkRYGjVvqpMCfg,ACHEK,28.5634252,78.3791908,1,244242,OK,"locality,political"
64,,,,ACHEK OMAR,,,0,,ZERO_RESULTS,
65,APPROXIMATE,"Achka, Nizhny Novgorod Oblast, Russia, 607528",ChIJ-YVzxOHKWkER_eseehQIg-Q,ACHKA,55.5633914,45.5800857,1,607528,OK,"locality,political"
66,APPROXIMATE,"Ashqout, Lebanon",ChIJ3_Bd7kRGHxURlJgq5tGQz1U,ACHKOUF,33.9851074,35.7108291,1,,OK,"administrative_area_level_3,political"
67,APPROXIMATE,"Ashqout, Lebanon",ChIJ3_Bd7kRGHxURlJgq5tGQz1U,ACHKOUT,33.9851074,35.7108291,1,,OK,"administrative_area_level_3,political"
68,APPROXIMATE,"Ashqout, Lebanon",ChIJ3_Bd7kRGHxURlJgq5tGQz1U,ACHKUT,33.9851074,35.7108291,1,,OK,"administrative_area_level_3,political"
69,GEOMETRIC_CENTER,"כפר, Rame, 30055, Israel",ChIJqXrSvj8wHBUReywkvaFaTCw,ACHUED,32.937112,35.366984,2,30055,OK,"establishment,point_of_interest"
70,ROOFTOP,"339 Witherspoon St, Princeton, NJ 08542, USA",ChIJhSVry-zmw4kR_jiEx2340r0,ACKONTE,40.3596429,-74.66346279999999,1,08542,OK,"establishment,food,point_of_interest,restaurant"
71,,,,ACOULAIKA,,,0,,ZERO_RESULTS,
72,APPROXIMATE,"Acre, Israel",ChIJJZyyA_7IHRURKcNNgOVZmHA,ACRE,32.933052,35.082678,1,,OK,"locality,political"
73,APPROXIMATE,"Acrefair, UK",ChIJ6SGi58a3ekgRZgDJ8g9QN_w,ACREHIR,52.98374399999999,-3.0801569,1,,OK,"locality,political"
74,APPROXIMATE,"Akşehir, Konya, Turkey",ChIJJSyObkDozxQREh0rfezn_e0,ACSEHIR,38.360258,31.417991,1,,OK,"locality,political"
75,,,,ACUENIC,,,0,,ZERO_RESULTS,
76,,,,ACUPAL,,,0,,ZERO_RESULTS,
77,APPROXIMATE,"Ada, OK, USA",ChIJTTpfZX5qs4cRxnHIUNCbvrU,ADA,34.774531,-96.6783449,4,,OK,"locality,political"
78,APPROXIMATE,"Ada Bazar, Indore, Madhya Pradesh 452004, India",ChIJaXtNgAn9YjkRtRepKV7E6cM,ADA BAZAR,22.7173103,75.85611879999999,1,452004,OK,"political,sublocality,sublocality_level_1"
79,APPROXIMATE,"Adapazarı/Sakarya, Turkey",ChIJS7wrBzv2nUARp_q_SPtBLuQ,ADA PAZAR,40.8291144,30.4154737,1,,OK,"administrative_area_level_2,political"
80,ROOFTOP,"45 Seasons Way SE, Ada, MI 49301, USA",ChIJHegDSoRRGIgRF7jUqSR_Neo,ADA PETE,42.963645,-85.51356299999999,3,49301,OK,"establishment,lawyer,point_of_interest"
81,,,,ADA ZOZAR,,,0,,ZERO_RESULTS,
82,GEOMETRIC_CENTER,Al Adaed St - Abu Dhabi - United Arab Emirates,ChIJh_4VbjVJXj4R2hgP5Nit86A,ADAAD,24.4561527,54.6746396,1,,OK,route
83,,,,ADABAGA,,,0,,ZERO_RESULTS,
84,GEOMETRIC_CENTER,"Chandwasa, Madhya Pradesh 458883, India",ChIJ_bYiYDOzZTkREJNVQ6jrn1A,ADABAJAR,24.2012711,75.4636465,1,458883,OK,"establishment,point_of_interest,shopping_mall"
85,GEOMETRIC_CENTER,"Cumhuriyet Mahallesi, Dr. Nur Bayar Cd., 54100 Adapazarı/Sakarya, Turkey",ChIJl6tazCn2nUAR9nWVIcfInS0,ADABASAR,40.779392,30.398741,1,54100,OK,"establishment,point_of_interest,travel_agency"
86,,,,ADABASIA,,,0,,ZERO_RESULTS,
87,,,,ADABAZAN,,,0,,ZERO_RESULTS,
88,APPROXIMATE,"Ada Bazar, Indore, Madhya Pradesh 452004, India",ChIJaXtNgAn9YjkRtRepKV7E6cM,ADABAZAR,22.7173103,75.85611879999999,1,452004,OK,"political,sublocality,sublocality_level_1"
89,,,,ADABJAR,,,0,,ZERO_RESULTS,
90,APPROXIMATE,"Adaha, Nigeria",ChIJ37KtndpqTxARdFpJKD5-pGU,ADAHA,8.066666999999999,6.783333,2,,OK,"locality,political"
91,APPROXIMATE,"Adelaide SA, Australia",ChIJP7Mmxcc1t2oRQMaOYlQ2AwQ,ADAIDE,-34.9284989,138.6007456,1,,OK,"colloquial_area,locality,political"
92,ROOFTOP,"3676 Parker Blvd # 350, Pueblo, CO 81008, USA",ChIJK7VfhKqYE4cR7J8fJBa2VLA,ADAIDEH,38.310046,-104.659192,2,81008,OK,"doctor,establishment,health,point_of_interest"
93,GEOMETRIC_CENTER,"Payzawat Commercial Pedestrian St, Jiashi Xian, Kashi Diqu, Xinjiang Weiwuerzizhiqu, China",ChIJgfQmW2NBjTgRuKwJTjmT8ag,ADAIDI,39.4950987,76.73886139999999,1,,OK,"convenience_store,establishment,food,point_of_interest,store"
94,,,,ADAISSE,,,0,,ZERO_RESULTS,
95,ROOFTOP,"8685 Rue Lafrenaie, Saint-Léonard, QC H1P 2B6, Canada",ChIJT5eFKFceyUwR-ESONAxB5VE,ADALIA,45.600767,-73.5912438,1,H1P 2B6,OK,"establishment,point_of_interest,storage"
96,ROOFTOP,"3120 Highwoods Blvd, Raleigh, NC 27604, USA",ChIJlfcvpv1YrIkRFx0Cg5WrMJQ,ADAMA,35.822558,-78.6066202,1,27604,OK,"establishment,food,point_of_interest"
97,APPROXIMATE,Adamantas,ChIJy2paFUDfmBQRIBO74iy9AAU,ADAMAS,36.7252955,24.4447587,1,,OK,"locality,political"
98,APPROXIMATE,"Adama, Ethiopia",ChIJD8tuA2UfSxYR9n7m9djeq2s,ADAME,8.5263486,39.2583293,1,,OK,"locality,political"
99,APPROXIMATE,"Adama, Ethiopia",ChIJD8tuA2UfSxYR9n7m9djeq2s,ADAMO,8.5263486,39.2583293,2,,OK,"locality,political"
100,APPROXIMATE,"Adana, Reşatbey Mahallesi, Seyhan/Adana, Turkey",ChIJk3GcpziPKBURBuoLWNh0FtY,ADANA,36.9914194,35.3308285,1,,OK,"locality,political"
101,,,,ADANA(INC.),,,0,,ZERO_RESULTS,
102,APPROXIMATE,"Adana, Reşatbey Mahallesi, Seyhan/Adana, Turkey",ChIJk3GcpziPKBURBuoLWNh0FtY,ADANO,36.9914194,35.3308285,1,,OK,"locality,political"
103,GEOMETRIC_CENTER,"Ruko Indah kav 2. Jl. Raya Wendit Barat ,Mangliawan, 65154, Mangliawan, Pakis, Malang, Jawa Timur 65154, Indonesia",ChIJTYhArwcp1i0RyXBGvszCeYI,ADAPASAR,-7.9512571,112.669864,1,65154,OK,"establishment,point_of_interest"
104,,,,ADAPASCAR,,,0,,ZERO_RESULTS,
105,,,,ADAPASUA,,,0,,ZERO_RESULTS,
106,APPROXIMATE,"Adapazarı/Sakarya, Turkey",ChIJS7wrBzv2nUARp_q_SPtBLuQ,ADAPAZA,40.8291144,30.4154737,1,,OK,"administrative_area_level_2,political"
107,APPROXIMATE,"Adapazarı/Sakarya, Turkey",ChIJS7wrBzv2nUARp_q_SPtBLuQ,ADAPAZAR,40.8291144,30.4154737,1,,OK,"administrative_area_level_2,political"
108,APPROXIMATE,"Adapazarı/Sakarya, Turkey",ChIJS7wrBzv2nUARp_q_SPtBLuQ,ADAPAZARE,40.8291144,30.4154737,1,,OK,"administrative_area_level_2,political"
109,ROOFTOP,"13, PNB Rd, Sector 2A, PNB Rd, Sector 2A, Block A, Sector 2, Vaishali, Ghaziabad, Uttar Pradesh 201010, India",ChIJ97Al1tP6DDkRdU9rX8mO99s,ADAR NASAR,28.6407673,77.34057229999999,1,201010,OK,"establishment,point_of_interest"
110,APPROXIMATE,"Adare, Co. Limerick, Ireland",ChIJWzmiMQ5GW0gRUKQxl6nHAAo,ADARRE,52.5636339,-8.7925892,8,,OK,"locality,political"
111,,,,ADASENTA,,,0,,ZERO_RESULTS,
112,APPROXIMATE,"Adaševci, Serbia",ChIJ9wOtUVyEW0cR7ESLQDa5y0k,ADASEVCI,45.0547627,19.2356603,1,,OK,"locality,political"
113,ROOFTOP,"30809 1st Ave S A, Federal Way, WA 98003, USA",ChIJSWqNxGtXkFQRFaMelrYVg0A,ADATIAS,47.3254034,-122.3354019,1,98003,OK,"doctor,establishment,health,point_of_interest"
114,,,,ADAYASE,,,0,,ZERO_RESULTS,
115,,,,ADAYDE,,,0,,ZERO_RESULTS,
116,ROOFTOP,"33300 Egypt Ln Suite F300, Magnolia, TX 77354, USA",ChIJbYYvGf4vR4YRM_ouHGRbtGw,ADCHITE,30.221268,-95.562096,1,77354,OK,"establishment,point_of_interest"
117,APPROXIMATE,"Adel, GA 31620, USA",ChIJaXmGqXgN7ogRwLNcdYXX1-4,ADEDDE,31.1371358,-83.4234936,1,31620,OK,"locality,political"
118,APPROXIMATE,"Adelaide SA, Australia",ChIJP7Mmxcc1t2oRQMaOYlQ2AwQ,ADEIDE,-34.9284989,138.6007456,1,,OK,"colloquial_area,locality,political"
119,APPROXIMATE,"Adeje, Santa Cruz de Tenerife, Spain",ChIJ7SxD1ZuQagwRA0E_8pNduyo,ADEJE,28.1220604,-16.7338211,1,,OK,"locality,political"
120,APPROXIMATE,"Adélia, Ipixuna - AM, 69890-000, Brazil",ChIJKx2yf9BXkJER-uKFjCBPwaI,ADELIA,-6.850000000000001,-71.18333299999999,2,69890-000,OK,"locality,political"
121,APPROXIMATE,"Adama, Syria",ChIJNXFtqOWmLxURqwoVQQP0wvQ,ADEMA,36.76800370000001,36.6606625,2,,OK,"locality,political"
122,ROOFTOP,"121 Rue Hilaire de Chardonnet, 38100 Grenoble, France",ChIJa5EP8ar0ikcR4E-71pnWPcQ,ADEMIS,45.159366,5.706465,1,38100,OK,"establishment,point_of_interest"
123,APPROXIMATE,"Aden, Yemen",ChIJL8JeUdYcHhYR6W9pI8OzX5Q,ADEN,12.7854969,45.0186548,1,,OK,"locality,political"
124,APPROXIMATE,"Adena, OH, USA",ChIJ81xWKut-NogRXumcbHux9eo,ADENA,40.2186805,-80.8728672,1,,OK,"locality,political"
125,,,,ADERCA VELESOVO,,,0,,ZERO_RESULTS,
126,APPROXIMATE,"4207 Adergas, Slovenia",ChIJ9wgrvr22ekcRYcuAZJvOx_s,ADERGAS,46.2713309,14.4652184,1,4207,OK,"locality,political"
127,,,,ADIANAN,,,0,,ZERO_RESULTS,
128,APPROXIMATE,"Adiran, Gujarat, India",ChIJNbM-NzjUXzkRec_mpEEYWuY,ADIRNA,22.4317051,73.4003405,1,,OK,"locality,political"
129,,,,ADITOS,,,0,,ZERO_RESULTS,
130,APPROXIMATE,"Adjiné, Chad",ChIJ9WpTgtP3MhERAoV9YuHfxfE,ADJINE,13.0822542,21.8635658,1,,OK,"locality,political"
131,APPROXIMATE,"5270 Ajdovščina, Slovenia",ChIJmbja9DoZe0cRlmyXSYWdHqI,ADJOVSCINA,45.8869025,13.909914,1,5270,OK,"locality,political"
132,,,,ADLEB,,,0,,ZERO_RESULTS,
133,APPROXIMATE,"8341 Adlešiči, Slovenia",ChIJZSxllLJDZEcR5GcRdsKSiyk,ADLESICI,45.52231829999999,15.3114212,1,8341,OK,"locality,political"
134,APPROXIMATE,"Adma, Bihar 824121, India",ChIJJUAidgkDjTkR5yrih3J2eP8,ADMA,24.8631828,84.39756709999999,1,824121,OK,"locality,political"
135,,,,ADMOUN,,,0,,ZERO_RESULTS,
136,,,,ADNO,,,0,,ZERO_RESULTS,
137,GEOMETRIC_CENTER,"Michael Adoide Street, Ikotun, Lagos, Nigeria",ChIJfeP53dmEOxARHMYobkTVxQ0,ADOIDE,6.5575912,3.2143021,1,,OK,route
138,GEOMETRIC_CENTER,"R. Adolfo Cabral de Matos, 6440 Figueira de Castelo Rodrigo, Portugal",ChIJ32SXpR9lPA0RH56-lWkEwMs,ADOLFOVOSELO,40.8876877,-6.9614194,3,6440,OK,route
139,APPROXIMATE,"Adona, AR, USA",ChIJhXxHHq0PzYcRF6bc_UPzFEc,ADONA,35.0381433,-92.8979475,1,,OK,"locality,political"
140,,,,ADOUD,,,0,,ZERO_RESULTS,
141,APPROXIMATE,"Udovičić, Croatia",ChIJ1xu3wNyxShMRqp-pZD9pmjs,ADOVICIC,43.6669445,16.7488323,1,,OK,"locality,political"
142,APPROXIMATE,"Adra, Almería, Spain",ChIJs71m5_1NcA0Rx7L2ayTlW4s,ADRA,36.7479022,-3.0163202,2,,OK,"locality,political"
143,APPROXIMATE,"Edirne, Edirne Merkez/Edirne, Turkey",ChIJ4QRjoncvsxQRvDAcQ8rAz6A,ADRIANAPOLIS,41.67712969999999,26.5557145,1,,OK,"locality,political"
144,APPROXIMATE,"Edirne, Edirne Merkez/Edirne, Turkey",ChIJ4QRjoncvsxQRvDAcQ8rAz6A,ADRIANOPEL,41.67712969999999,26.5557145,1,,OK,"locality,political"
145,APPROXIMATE,"Edirne, Edirne Merkez/Edirne, Turkey",ChIJ4QRjoncvsxQRvDAcQ8rAz6A,ADRIANOPLA,41.67712969999999,26.5557145,1,,OK,"locality,political"
146,APPROXIMATE,"Edirne, Edirne Merkez/Edirne, Turkey",ChIJ4QRjoncvsxQRvDAcQ8rAz6A,ADRIANOPLE,41.67712969999999,26.5557145,1,,OK,"locality,political"
147,APPROXIMATE,"Edirne, Edirne Merkez/Edirne, Turkey",ChIJ4QRjoncvsxQRvDAcQ8rAz6A,ADRIANOPOL,41.67712969999999,26.5557145,1,,OK,"locality,political"
148,GEOMETRIC_CENTER,"Via Adrianopoli, 00188 Roma RM, Italy",ChIJYa0P1_tmLxMRlyWPG-SbbwY,ADRIANOPOLI,41.9801297,12.4920191,1,00188,OK,route
149,APPROXIMATE,"Edirne, Edirne Merkez/Edirne, Turkey",ChIJ4QRjoncvsxQRvDAcQ8rAz6A,ADRIANOPOLIS,41.67712969999999,26.5557145,1,,OK,"locality,political"
150,APPROXIMATE,"9203 Adrijanci, Slovenia",ChIJBddSGjcib0cRwzhNVw4opL4,ADRIJANCI,46.8197968,16.2337307,1,9203,OK,"locality,political"
151,APPROXIMATE,"Edirne, Edirne Merkez/Edirne, Turkey",ChIJ4QRjoncvsxQRvDAcQ8rAz6A,ADRINOPOLIS,41.67712969999999,26.5557145,1,,OK,"locality,political"
152,,,,ADROUN,,,0,,ZERO_RESULTS,
153,,,,ADRUD,,,0,,ZERO_RESULTS,
154,APPROXIMATE,"Odžaci, Serbia",ChIJSQvU-Y-hXEcRpDNwjl5WNSs,ADSZACI,45.5146587,19.2762516,1,,OK,"locality,political"
155,,,,ADUAMIAN,,,0,,ZERO_RESULTS,
156,APPROXIMATE,"Odžaci, Serbia",ChIJSQvU-Y-hXEcRpDNwjl5WNSs,ADZACI,45.5146587,19.2762516,1,,OK,"locality,political"
157,,,,ADZAMONCI,,,0,,ZERO_RESULTS,
158,APPROXIMATE,"Gaziantep, Turkey",ChIJL4zx97TmMRUR0KprETWLLsA,AEINTAB,37.065953,37.37811,1,,OK,"locality,political"
159,GEOMETRIC_CENTER,"Ved Åen, 6270 Tønder, Denmark",ChIJizBBADi5tEcRMRtpHHuXWFU,AEN CUZEY,54.9218195,8.799000999999999,1,6270,OK,route
160,,,,AERDOVIK,,,0,,ZERO_RESULTS,
161,,,,AESSEGG,,,0,,ZERO_RESULTS,
162,,,,AETANINT,,,0,,ZERO_RESULTS,
163,ROOFTOP,"1100 Riverwalk Terrace #100b, Jenks, OK 74037, USA",ChIJPXnS2d-TtocR1Au3XhBVnDE,AETNTAN,36.0303134,-95.9619336,1,74037,OK,"establishment,health,insurance_agency,point_of_interest"
164,APPROXIMATE,"Aetos 530 75, Greece",ChIJQyYRzbBnVxMRQK254iy9AAQ,AETOS,40.6603878,21.5517562,1,530 75,OK,"locality,political"
165,,,,AEURA,,,0,,ZERO_RESULTS,
166,,,,AFARAY,,,0,,ZERO_RESULTS,
167,APPROXIMATE,"Kewa Pueblo, NM 87052, USA",ChIJB9EO8MFiGIcR5S2NsF2hFTE,AFDRIJANCI,35.5147562,-106.3658588,3,87052,OK,"locality,political"
168,GEOMETRIC_CENTER,"Lumbini Jewel Mall Road Number 2, Banjara Hills,, Aurora Colony, Sri Nagar Colony, Venkateshwara Nagar, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500034, India",ChIJiWzLp9SQyzsRXSa68i6lAbQ,AFFILA,17.4258533,78.4353154,1,500034,OK,"cafe,establishment,food,point_of_interest,store"
169,ROOFTOP,"1527 17th St NW, Washington, DC 20036, USA",ChIJy7CiSMG3t4kRdbgRfwUrXDY,AFGORA,38.9106946,-77.038254,1,20036,OK,"bar,establishment,food,point_of_interest,restaurant"
170,GEOMETRIC_CENTER,"Maniram Dewan Road, opposite AEI field and near state bank of india, Chandmari Branch, Bamunimaidam, Guwahati, Assam 781003, India",ChIJL_3NT6NZWjcR66asZqPlLAg,AFIAN,26.1834411,91.77679499999999,1,781003,OK,"establishment,point_of_interest"
171,,,,AFILENKENDA,,,0,,ZERO_RESULTS,
172,,,,AFIM KARAKISSA,,,0,,ZERO_RESULTS,
