,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
520,APPROXIMATE,"Niha, Lebanon",ChIJO-ulEZPeHhURXr_o9FWhE8U,NIHA CHAUF,33.5954973,35.6241194,1,,OK,"locality,political"
521,APPROXIMATE,"Donji Miholjac, Croatia",ChIJw06ohTNHXUcR5Y7X1FKPF4I,NIHOLJAC,45.762142,18.1651379,1,,OK,"locality,political"
522,APPROXIMATE,"Nijemci, Croatia",ChIJi72yhpB5XEcREM4rhlCtAAQ,NIJEMCI,45.1399134,19.0356088,1,,OK,"locality,political"
523,,,,NIJEMEI,,,0,,ZERO_RESULTS,
524,,,,NIJENICI,,,0,,ZERO_RESULTS,
525,APPROXIMATE,"Nijran, Syria",ChIJIxCGJF17GRUR9I3FKJq85u4,NIJRAN,32.8405057,36.4499628,1,,OK,"locality,political"
526,,,,NIKCHITEH,,,0,,ZERO_RESULTS,
527,APPROXIMATE,"Nicaea, İznik/Bursa, Turkey",ChIJ9WR4XcALyxQRyL4yhMV3thc,NIKEA,40.429524,29.719743,2,,OK,"locality,political"
528,APPROXIMATE,"Nikinci, Serbia",ChIJS82qH6VMWkcRKP5KcaOw08A,NIKINCI,44.8237819,19.8828847,1,,OK,"locality,political"
529,,,,NIKINKI,,,0,,ZERO_RESULTS,
530,,,,NIKLITHE,,,0,,ZERO_RESULTS,
531,,,,NIKOHITCH,,,0,,ZERO_RESULTS,
532,,,,NIKOHITEL,,,0,,ZERO_RESULTS,
533,ROOFTOP,"1130 S 3800 W, Salt Lake City, UT 84104, USA",ChIJd_03Iw7zUocR6iHQpdF66YM,NIKOLA,40.7448111,-111.9838278,1,84104,OK,"establishment,point_of_interest"
534,APPROXIMATE,"Mykolaiv, Mykolaivs'ka oblast, Ukraine, 54000",ChIJ1RNy-4nLxUARgFbgufo5Dpc,NIKOLAJEV,46.975033,31.99458289999999,2,54000,OK,"locality,political"
535,APPROXIMATE,"692 01 Mikulov, Czechia",ChIJJZYcsDfNEkcRwHIVZg-vAAQ,NIKOLIBURG,48.805283,16.6376881,1,692 01,OK,"locality,political"
536,,,,NIKOLINI,,,0,,ZERO_RESULTS,
537,,,,NIKOMIDIA,,,0,,ZERO_RESULTS,
538,,,,NIKOMIDION,,,0,,ZERO_RESULTS,
539,APPROXIMATE,"Nicopolis 481 00, Greece",ChIJKxqwHxI_XBMRQOS64iy9AAU,NIKOPOLIS,39.0263649,20.7336358,1,481 00,OK,"locality,political"
540,APPROXIMATE,"Niksic, Montenegro",ChIJyTbsbqupTRMRWIVzgA-pxxQ,NIKSIC,42.7804735,18.9561661,1,,OK,"locality,political"
541,,,,"NIKSIC, (ZAGREB)",,,0,,ZERO_RESULTS,
542,,,,NIKSICH,,,0,,ZERO_RESULTS,
543,APPROXIMATE,"Niksic, Montenegro",ChIJyTbsbqupTRMRWIVzgA-pxxQ,NIKSIK,42.7804735,18.9561661,1,,OK,"locality,political"
544,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,NIKVENICA,45.173583,14.6915049,1,,OK,"locality,political"
545,,,,NIMCICEVO,,,0,,ZERO_RESULTS,
546,APPROXIMATE,"Nimes, France",ChIJOVPo1gsttBIRAwwgn08TiN4,NIMES,43.836699,4.360054,1,,OK,"locality,political"
547,APPROXIMATE,"Nimra, West Bengal 731302, India",ChIJ-z9CBm2V-TkRLHn8Zj_KE90,NIMRA,23.7711637,87.88320399999999,1,731302,OK,"locality,political"
548,ROOFTOP,"18700 E 191st St, Pleasant Hill, MO 64080, USA",ChIJsalD0JgnwYcReX4ny1vPg_4,NINCECERA,38.774771,-94.379108,1,64080,OK,"car_dealer,establishment,point_of_interest,store"
549,APPROXIMATE,"Niseko, Abuta District, Hokkaido, Japan",ChIJo1x_xZGuCl8RrJLxQh149XE,NINCEWKO,42.8047045,140.6874931,1,,OK,"locality,political"
550,,,,NINCHIC EVO,,,0,,ZERO_RESULTS,
551,GEOMETRIC_CENTER,"R. Cícero B Siqueira, São José do Egito - PE, 56700-000, Brazil",ChIJqSXLweCnqAcRFAJ1jU5gt1k,NINCICERO,-7.482837999999999,-37.2751742,2,56700-000,OK,route
552,GEOMETRIC_CENTER,"Samachar Bhawan, 5 Press Complex, Adjacent to dainik Bhaskar, AB Road, Press Complex, Indore, Madhya Pradesh 452010, India",ChIJSfh07E39YjkRcYiDAG6tqG0,NINCICEVE,22.737708,75.892258,1,452010,OK,"establishment,point_of_interest,school"
553,APPROXIMATE,"Minićevo, Serbia",ChIJB4K83Q9oVEcRKWI81CvrDOk,NINCICEVO,43.6902926,22.2904665,1,,OK,"locality,political"
554,,,,NINCIERO,,,0,,ZERO_RESULTS,
555,ROOFTOP,"R. Volta Redonda, 205 - Campo Belo, São Paulo - SP, 04608-010, Brazil",ChIJqY8WAwFQzpQRWJi_NQ90W88,NINCISEVO,-23.6242137,-46.67590939999999,1,04608-010,OK,"establishment,point_of_interest"
556,GEOMETRIC_CENTER,"Ninguno, La Victoria 15033, Peru",ChIJRcTav5TIBZERZ43PoxTC6EE,NINGUNO,-12.0663543,-77.02232769999999,2,15033,OK,route
557,,,,NINICERO,,,0,,ZERO_RESULTS,
558,,,,NINTCHITCHEVO,,,0,,ZERO_RESULTS,
559,,,,NIOVI SAI,,,0,,ZERO_RESULTS,
560,,,,NIPEMCI,,,0,,ZERO_RESULTS,
561,,,,NIRAMORUK,,,0,,ZERO_RESULTS,
562,ROOFTOP,"9. бригаде, 9. Brigade 10, Niš 18000, Serbia",ChIJtzNZ1LywVUcRl_QBGeAukOc,NIROSI,43.3131413,21.9075108,1,18000,OK,"establishment,hospital,point_of_interest"
563,APPROXIMATE,"Nizels, Tonbridge TN11 8NU, UK",ChIJq6lBPjZO30cRAdcD5KCFxCI,NIRZELZ,51.2309879,0.2134508,1,TN11 8NU,OK,"locality,political"
564,APPROXIMATE,"Niš, Serbia",ChIJZR_IQMKwVUcRzcMqEuOfMVY,NIS,43.3209022,21.8957589,1,,OK,"locality,political"
565,APPROXIMATE,"Niš, Serbia",ChIJZR_IQMKwVUcRzcMqEuOfMVY,NIS.,43.3209022,21.8957589,1,,OK,"locality,political"
566,ROOFTOP,"428 Fremont Rd, Port Clinton, OH 43452, USA",ChIJKYLuBlWyO4gRCxBPJBYRZb0,NISCH,41.5094575,-82.9479787,1,43452,OK,"establishment,lawyer,point_of_interest"
567,,,,NISCIC,,,0,,ZERO_RESULTS,
568,ROOFTOP,"1301 E Admiral Doyle Dr, New Iberia, LA 70560, USA",ChIJ7bwurL-CI4YRkxYMSjD3v3s,NISH,29.9832592,-91.811784,1,70560,OK,"establishment,point_of_interest,school"
569,APPROXIMATE,"Naisiai, Lithuania",ChIJCe2HPbQA5kYRN7JRlL69mtk,NISIAI,56.0214919,23.5147719,1,,OK,"locality,political"
570,ROOFTOP,"48561 Alpha Dr # 100, Wixom, MI 48393, USA",ChIJGUyiSuioJIgR5f_myzpEN8o,NISICHIA,42.498233,-83.529698,2,48393,OK,"establishment,point_of_interest"
571,APPROXIMATE,"Niksic, Montenegro",ChIJyTbsbqupTRMRWIVzgA-pxxQ,NISKIC,42.7804735,18.9561661,1,,OK,"locality,political"
572,GEOMETRIC_CENTER,"Bulevar Svetog cara Konstantina Rd, Niš, Serbia",ChIJxyyPhhuwVUcRYMSSGVDdlfo,NISSAL,43.3016836,21.9783132,1,,OK,"establishment,point_of_interest"
573,,,,NISSOF,,,0,,ZERO_RESULTS,
574,GEOMETRIC_CENTER,"Nita, Pinckney, MI 48169, USA",ChIJs0U1lIlKI4gR5disvHcP1Ho,NITA,42.42731570000001,-83.9167946,1,48169,OK,route
575,GEOMETRIC_CENTER,"B-105, Sri Datta Nilayam,, Sec-12, Kharghar, Sector 12, Kharghar, Navi Mumbai, Maharashtra 410210, India",ChIJYy8KdxfC5zsRsotjX6pEZw4,NITIA,19.044679,73.06728400000001,1,410210,OK,"establishment,point_of_interest"
576,ROOFTOP,"Nithin, 305 A.B Thendral Nagar eachanari post, Eachanari - Madukkarai Rd, Eachanari, Coimbatore, Tamil Nadu 641021, India",ChIJiXPEcPFaqDsR4sD7mpemPfA,NITIN,10.9183048,76.9804851,1,641021,OK,premise
577,APPROXIMATE,"Nitra, Slovakia",ChIJ_ZNlVeA-a0cR8IuXxtH3AAQ,NITRA,48.3061414,18.076376,1,,OK,"locality,political"
578,GEOMETRIC_CENTER,"9/10, Kunj Society, Alkapuri, Chhani Jakatnaka, Vadodara, Gujarat 390007, India",ChIJJ4WPPbHIXzkRrRT7b5WNEII,NITRITE,22.3483517,73.17402369999999,1,390007,OK,"establishment,point_of_interest"
579,ROOFTOP,"2401 Utah Ave S # 305, Seattle, WA 98134, USA",ChIJP_1xECZAkFQRgCui4rTQ92c,NITZE,47.5810044,-122.3358992,1,98134,OK,"establishment,point_of_interest"
580,ROOFTOP,"33 Winfield St, Worcester, MA 01610, USA",ChIJ-yQuQIUG5IkRCrFUxLcfO6k,NIUCIVERO,42.25954,-71.820116,1,01610,OK,"establishment,point_of_interest"
581,,,,NIVI URAS,,,0,,ZERO_RESULTS,
582,APPROXIMATE,"Navlakha, Indore, Madhya Pradesh 452001, India",ChIJ1TnXYeD8YjkRlnePcSFr3yo,NIVLAKA,22.6986585,75.88171609999999,1,452001,OK,"political,sublocality,sublocality_level_1"
583,GEOMETRIC_CENTER,"Nixie Way, San Diego, CA 92147, USA",ChIJtUL1bgqr3oARWnR51F43e84,NIXIE,32.7258385,-117.2200107,1,92147,OK,route
584,APPROXIMATE,"Niz, Vologda Oblast, Russia, 162403",ChIJg1msrTvIukYRfLX_PjiLzJw,NIZ,59.2104106,35.7002205,7,162403,OK,"locality,political"
585,GEOMETRIC_CENTER,"Ul. Niče Vilka, 43290, Grubišno Polje, Croatia",ChIJySybe5q8Z0cRchmYujr3w-o,NIZE POLJE,45.7013385,17.1762431,1,43290,OK,route
586,,,,NIZEPOLJE,,,0,,ZERO_RESULTS,
587,,,,NIZNY KEKED,,,0,,ZERO_RESULTS,
588,,,,NIZTA,,,0,,ZERO_RESULTS,
589,APPROXIMATE,"Njeguši, Montenegro",ChIJS7Nf1LjMTRMRKkr8YKO28bc,NJEGNOSI,42.4337817,18.8102186,1,,OK,"locality,political"
590,APPROXIMATE,"Njeguši, Montenegro",ChIJS7Nf1LjMTRMRKkr8YKO28bc,NJEGUSI,42.4337817,18.8102186,1,,OK,"locality,political"
591,,,,NJELOWA,,,0,,ZERO_RESULTS,
592,APPROXIMATE,"Nyírbátor, 4300 Hungary",ChIJfSmWgWWAR0cRFslruiY4IEo,NJIRBATORR,47.8390013,22.130818,1,4300,OK,"locality,political"
593,,,,NJIREGHESE,,,0,,ZERO_RESULTS,
594,APPROXIMATE,"2325 Njiverce, Slovenia",ChIJO3sgCL9jb0cRcweIcCzQ2SU,NJIVERCE,46.4039082,15.8110329,1,2325,OK,"locality,political"
595,,,,NJUBOTNYA,,,0,,ZERO_RESULTS,
596,,,,NJURDJEWE,,,0,,ZERO_RESULTS,
597,,,,NKIB,,,0,,ZERO_RESULTS,
598,GEOMETRIC_CENTER,"Avenida Lázaro Cárdenas 900 Int. A, Valle Oriente, 66869 Monterrey, N.L., Mexico",ChIJbWUwrVq-YoYR-Qu6FgAbvlo,NKICANIA,25.639718,-100.316691,1,66869,OK,"amusement_park,establishment,point_of_interest"
599,APPROXIMATE,"Nata, Botswana",ChIJ10CgTPE8TRkRpiuHQqPt7Lc,NLATO,-20.2105223,26.1772994,2,,OK,"locality,political"
600,,,,NLRDIFE,,,0,,ZERO_RESULTS,
601,APPROXIMATE,"42313 Recuerda, Soria, Spain",ChIJpd_Np5mORA0RHyhFeeTQGX4,NO RECUERDA,41.4743028,-2.9944332,1,42313,OK,"locality,political"
602,,,,NOBLISIO,,,0,,ZERO_RESULTS,
603,,,,NOCHEHER,,,0,,ZERO_RESULTS,
604,APPROXIMATE,"70015 Noci, Metropolitan City of Bari, Italy",ChIJx9M98CGwRxMRcBfv9qZyCgo,NOCI,40.793902,17.1258599,1,70015,OK,"locality,political"
605,,,,NOCONODIL,,,0,,ZERO_RESULTS,
606,,,,NODALI,,,0,,ZERO_RESULTS,
607,APPROXIMATE,"Nadalj, Serbia",ChIJC1LLhew5W0cRvkCZkz7BezU,NODALJ,45.5096935,19.922858,1,,OK,"locality,political"
608,,,,NOHEK HOMS,,,0,,ZERO_RESULTS,
609,ROOFTOP,"14500 S Broadway, Gardena, CA 90248, USA",ChIJUS3QGe7KwoARj2q-Ycp0p-M,NOHIR,33.900349,-118.277735,1,90248,OK,"establishment,point_of_interest"
610,,,,NOIBODINA,,,0,,ZERO_RESULTS,
611,GEOMETRIC_CENTER,"Atlanta, GA 30303, USA",ChIJE6Z99XgE9YgRqdymdZPj-3k,NOIR,33.7600308,-84.3883791,1,30303,OK,"establishment,point_of_interest"
612,GEOMETRIC_CENTER,"M. Manojlovića, Prijedor, Bosnia and Herzegovina",ChIJacWlQFgzZ0cREfJOc2l9ZK4,NOJLOVICA,44.9823782,16.7233235,1,,OK,route
613,APPROXIMATE,"21300, Makarska, Croatia",ChIJI9tSiW7uShMRm6UAREtFIqk,NOKARSKA,43.2937769,17.0215239,1,21300,OK,"locality,political"
614,,,,NOKEVO,,,0,,ZERO_RESULTS,
615,,,,NOKOV,,,0,,ZERO_RESULTS,
616,GEOMETRIC_CENTER,"801, 8th Floor, ITL Twin Towers, B-09, Netaji Subhash Place, Opp.Wazirpur District Centre, Pitampura, Sushant Lok Phase 1, Minto Bridge Colony, Barakhamba, New Delhi, Delhi 110034, India",ChIJd-3rnjD9DDkRvINJ2j-F-tQ,NOKRIC,28.635308,77.22496,1,110034,OK,"establishment,point_of_interest"
617,GEOMETRIC_CENTER,"801, 8th Floor, ITL Twin Towers, B-09, Netaji Subhash Place, Opp.Wazirpur District Centre, Pitampura, Sushant Lok Phase 1, Minto Bridge Colony, Barakhamba, New Delhi, Delhi 110034, India",ChIJd-3rnjD9DDkRvINJ2j-F-tQ,NOKRIN,28.635308,77.22496,1,110034,OK,"establishment,point_of_interest"
618,APPROXIMATE,"Nome, AK, USA",ChIJeVU4FigaMVcRTIR2WHExdUE,NOME,64.5011111,-165.4063889,1,,OK,"locality,political"
619,GEOMETRIC_CENTER,"Nomex Gate, Whiting, ME 04691, USA",ChIJV5ckDAzJqEwROqwvdbxXCnY,NOMEJ,44.7906293,-67.33113589999999,1,04691,OK,route
620,ROOFTOP,"946-2 Yamamiya, Fujinomiya-shi, Shizuoka-ken 418-0111, Japan",ChIJUU3cltfQG2ARfRh-ZKiPqdQ,NOMEL,35.2605879,138.6298722,1,418-0111,OK,"establishment,point_of_interest"
621,APPROXIMATE,"4264 Nomenj, Slovenia",ChIJX5a8pTyTekcR_uEoFjfVrXY,NOMENJ,46.2924157,14.0062683,1,4264,OK,"locality,political"
622,APPROXIMATE,"54610 Nomeny, France",ChIJ5aYJ47XqlEcRoPU6mrlfCgQ,NOMENY,48.889691,6.225187999999999,1,54610,OK,"locality,political"
623,,,,NOMINADE,,,0,,ZERO_RESULTS,
624,APPROXIMATE,"10060 None, Metropolitan City of Turin, Italy",ChIJC-R5UwIXiEcRERpdyS0ljOM,NONE,44.9334927,7.5407494,1,10060,OK,"locality,political"
625,,,,NONOSTOR,,,0,,ZERO_RESULTS,
626,,,,NONTOS,,,0,,ZERO_RESULTS,
627,,,,NOOGSETO,,,0,,ZERO_RESULTS,
628,,,,NOPOVACA,,,0,,ZERO_RESULTS,
629,APPROXIMATE,"Koprivnica, Croatia",ChIJR4ExGgMnZkcRCa8lmwQ6BL4,NOPRIVNIKA,46.1639381,16.8334753,1,,OK,"locality,political"
630,APPROXIMATE,"Nora, IL, USA",ChIJ41DLTMADCIgRfzQKIKfhMfA,NORA,42.4558425,-89.9454009,7,,OK,"locality,political"
631,APPROXIMATE,"Nord Department, Haiti",ChIJs8fY3gLHto4RE_Or3ZYIAEs,NORD,19.5687715,-72.189,7,,OK,"administrative_area_level_1,political"
632,,,,NORD BARHALYOUN,,,0,,ZERO_RESULTS,
633,,,,NORDILI,,,0,,ZERO_RESULTS,
634,,,,NORE FULOG,,,0,,ZERO_RESULTS,
635,ROOFTOP,"Teletie 2, 96100 Rovaniemi, Finland",ChIJiahXmApLK0QRHt_2Va5luDg,NORECA,66.4969813,25.6572605,1,96100,OK,"establishment,point_of_interest"
636,APPROXIMATE,"Novi Sad, Serbia",ChIJVTTpPWEQW0cRKP4kN2h9bws,NORI SAD,45.2671352,19.8335496,1,,OK,"locality,political"
637,,,,NORIJULOG,,,0,,ZERO_RESULTS,
638,APPROXIMATE,"Kula Norinska, Croatia",ChIJIWu6cJwJSxMRQNUrhlCtAAQ,NORINSKA,43.0310887,17.603429,1,,OK,"locality,political"
639,,,,NORISAD,,,0,,ZERO_RESULTS,
640,,,,NORJEVAC,,,0,,ZERO_RESULTS,
641,ROOFTOP,"2499 Glades Rd, Boca Raton, FL 33431, USA",ChIJPwPXYHEe2YgR4S7q_J6Gnls,NORKIN,26.3695353,-80.1370742,1,33431,OK,"dentist,doctor,establishment,health,point_of_interest"
642,,,,NOROSELO,,,0,,ZERO_RESULTS,
643,ROOFTOP,"1625 County Rd 39, Southampton, NY 11968, USA",ChIJfc1VKTmT6IkR9OhaWyw5-ys,NORSIC,40.8957562,-72.4526538,1,11968,OK,"establishment,point_of_interest"
644,GEOMETRIC_CENTER,"North Rd, Shanklin PO37 6DE, UK",ChIJZ5TW1sqLdEgRJOKs0oUPt5A,NORTS. OTOK,50.6314317,-1.1763896,3,PO37 6DE,OK,route
645,,,,NORVSAD,,,0,,ZERO_RESULTS,
646,APPROXIMATE,"Nos Kalik, Croatia",ChIJVd_CHWgyNRMRlm_7mLQJykw,NOS KALIK,43.8178122,15.9913725,1,,OK,"locality,political"
647,APPROXIMATE,"Nos Kalik, Croatia",ChIJVd_CHWgyNRMRlm_7mLQJykw,NOS-KALIK,43.8178122,15.9913725,1,,OK,"locality,political"
648,,,,NOSAVIKA,,,0,,ZERO_RESULTS,
649,,,,NOSCOVCI,,,0,,ZERO_RESULTS,
650,APPROXIMATE,"33523, Noskovci, Croatia",ChIJcXm0FuJeXUcRGcCelfhmRsU,NOSKOVCI,45.7821411,17.8183379,1,33523,OK,"locality,political"
651,ROOFTOP,"93 Main St #13, Andover, MA 01810, USA",ChIJiZRN9YsI44kRaolUW24P0Uk,NOSTAR,42.6537684,-71.1391852,1,01810,OK,"establishment,point_of_interest"
652,,,,NOTICIEN,,,0,,ZERO_RESULTS,
653,ROOFTOP,"55 New Montgomery St #420, San Francisco, CA 94105, USA",ChIJ1wtjo2KAhYARNJAbqdEJmKs,NOTOR,37.78815489999999,-122.4011109,1,94105,OK,"establishment,health,point_of_interest"
654,GEOMETRIC_CENTER,"Kon/nou ke Elenis, Vasilies 715 00, Greece",ChIJWcuugl5YmhQRCJOHnvdCaoY,NOUAKI,35.2747746,25.1354609,2,715 00,OK,route
655,,,,NOUGARD,,,0,,ZERO_RESULTS,
656,,,,NOV- FUTOK,,,0,,ZERO_RESULTS,
657,ROOFTOP,"6699 Springfield Center Dr, Springfield, VA 22150, USA",ChIJJ5Y97EOtt4kR9soPgs3mmF0,NOVA,38.7636242,-77.1764149,1,22150,OK,"establishment,point_of_interest,university"
658,APPROXIMATE,"Nova Bukovica, Croatia",ChIJmdOEr19hXUcR9cumXpzTWW8,NOVA BUKOVICA,45.6614966,17.7716714,1,,OK,"locality,political"
659,GEOMETRIC_CENTER,"Bukovina, 968 01 Nová Baňa, Slovakia",ChIJATYiFgnWakcRdBT_9L5g-2k,NOVA BUKOVINA,48.4135366,18.5918961,1,968 01,OK,route
660,APPROXIMATE,"Nova Crnja, Serbia",ChIJS8eIvEguRUcRi5ldP1ZtxAc,NOVA CRNJA,45.6485551,20.56913,1,,OK,"locality,political"
661,APPROXIMATE,"Nova Belém, Afonso Cunha - MA, 65505-000, Brazil",ChIJ64Wzc4BZjAcRPvNvNUM9hFQ,NOVA CUNJA,-4.233333,-43.366667,10,65505-000,OK,"locality,political"
662,,,,NOVA FUTEK,,,0,,ZERO_RESULTS,
663,,,,NOVA GADJDEHA,,,0,,ZERO_RESULTS,
664,APPROXIMATE,"Nova Gajdobra, Serbia",ChIJm7nlYA5lW0cRpJCPnCaqqbI,NOVA GAJDOBRA,45.3260608,19.4330546,1,,OK,"locality,political"
665,APPROXIMATE,"35400, Nova Gradiška, Croatia",ChIJdbWN_p5hZ0cRUMYrhlCtAAQ,NOVA GIADISKA,45.2581558,17.3839626,1,35400,OK,"locality,political"
666,APPROXIMATE,"35400, Nova Gradiška, Croatia",ChIJdbWN_p5hZ0cRUMYrhlCtAAQ,NOVA GRAD,45.2581558,17.3839626,1,35400,OK,"locality,political"
667,APPROXIMATE,"35400, Nova Gradiška, Croatia",ChIJdbWN_p5hZ0cRUMYrhlCtAAQ,NOVA GRADIS,45.2581558,17.3839626,1,35400,OK,"locality,political"
668,APPROXIMATE,"35400, Nova Gradiška, Croatia",ChIJdbWN_p5hZ0cRUMYrhlCtAAQ,NOVA GRADISKA,45.2581558,17.3839626,1,35400,OK,"locality,political"
669,ROOFTOP,"1648 Ogden Ave, Downers Grove, IL 60515, USA",ChIJI0NQ_utRDogRb5Z_OCNqstg,NOVA K.,41.8085586,-88.0269369,1,60515,OK,"car_repair,establishment,point_of_interest"
670,,,,NOVA KANGOZ,,,0,,ZERO_RESULTS,
671,GEOMETRIC_CENTER,"Nova ulica, 2212 Šentilj v Slov. goricah, Slovenia",ChIJY7h-LOWfb0cR3l27KZ9mN7E,NOVA KANIZA,46.6735765,15.6509308,3,2212,OK,route
672,GEOMETRIC_CENTER,"6.Nova, Čantavir, Serbia",ChIJ4cXiur2mREcRladdFlMO-qo,NOVA KANJIZA,45.9308309,19.7665605,1,,OK,route
673,,,,NOVA KANZIA,,,0,,ZERO_RESULTS,
674,APPROXIMATE,"35410, Nova Kapela, Croatia",ChIJT1M26DiSXUcR9AAFRw6ze70,NOVA KAPELA,45.195653,17.6433469,1,35410,OK,"locality,political"
675,GEOMETRIC_CENTER,"Nova, Smederevska Palanka, Serbia",ChIJ3y5thQbPUEcRRipKLvi9tA8,NOVA PALANKA,44.3698213,20.9611965,1,,OK,route
676,APPROXIMATE,"Nova Pazova, Serbia",ChIJcefSacdeWkcRYr14V2u_4LI,NOVA PAZOVA,44.9442659,20.2192192,1,,OK,"locality,political"
677,APPROXIMATE,"43272, Nova Rača, Croatia",ChIJR0RLxBO0Z0cRcMArhlCtAAQ,NOVA RACA,45.7995397,16.9535804,1,43272,OK,"locality,political"
678,GEOMETRIC_CENTER,"130 East 77th Street, Black Hall, 9th Floor, New York, NY 10075, USA",ChIJra13dJVYwokRZcpOj-iJm60,NOVA RAZA,40.77372949999999,-73.9607509,1,10075,OK,"doctor,establishment,health,point_of_interest"
679,APPROXIMATE,"1336 Nova Sela, Slovenia",ChIJXaRa9veMZEcR7VibDEPfYSQ,NOVA SELA,45.5056405,14.887785,1,1336,OK,"locality,political"
680,APPROXIMATE,"Nova Subocka, Croatia",ChIJKXxvHrARZ0cRYOL7cjer1CM,NOVA SUBOCKA,45.3718059,16.9214042,1,,OK,"locality,political"
681,ROOFTOP,"5936 Peachtree Rd, Chamblee, GA 30341, USA",ChIJTRxXysAJ9YgR0GZIYS88eLs,NOVA T(INC),33.904225,-84.2901067,1,30341,OK,"establishment,point_of_interest"
682,APPROXIMATE,"1385 Nova Vas, Slovenia",ChIJkb5-plzQZEcRKQmOcERgGHU,NOVA VAS,45.7727262,14.5064925,1,1385,OK,"locality,political"
683,APPROXIMATE,"250 63 Nová Ves, Czechia",ChIJIyQOstHuC0cRwIkVZg-vAAQ,NOVA VES,50.2192239,14.5356388,4,250 63,OK,"locality,political"
684,,,,NOVA-GRUJA,,,0,,ZERO_RESULTS,
685,APPROXIMATE,"Nova Crnja, Serbia",ChIJS8eIvEguRUcRi5ldP1ZtxAc,NOVACRNJA,45.6485551,20.56913,1,,OK,"locality,political"
686,ROOFTOP,"53 Nautilus Dr Ste 201, Stafford Township, NJ 08050, USA",ChIJ1xy6CZ8IwYkRUdIgWI-sWas,NOVADO,39.7186945,-74.2849335,1,08050,OK,"doctor,establishment,health,point_of_interest"
687,,,,NOVAHONIC,,,0,,ZERO_RESULTS,
688,APPROXIMATE,"Novak, SD 57759, USA",ChIJQ3hjrmNVLVMRMxmjVoKwUR4,NOVAK,44.2163745,-103.5518577,1,57759,OK,"locality,political"
689,GEOMETRIC_CENTER,"Bač 21420, Serbia",ChIJ68E9SLOdXEcRq6XSOgSyuEc,NOVAK MALI,45.3894538,19.2318402,1,21420,OK,"establishment,point_of_interest,premise"
690,APPROXIMATE,"Novaki, Croatia",ChIJzVuew_zNZUcRs0Iyp_JWwOc,NOVAKI,45.7958742,15.8014816,1,,OK,"locality,political"
691,APPROXIMATE,"Novakovec, Croatia",ChIJdb1csSCxaEcRqUdYN_5RUcs,NOVAKOVEC,46.4552276,16.5690173,1,,OK,"locality,political"
692,APPROXIMATE,"Novalja, Croatia",ChIJfwWkTylKYkcRbk0ByIFuna0,NOVALIJA,44.5561811,14.8854242,1,,OK,"locality,political"
693,APPROXIMATE,"Novalja, Croatia",ChIJfwWkTylKYkcRbk0ByIFuna0,NOVALJA,44.5561811,14.8854242,1,,OK,"locality,political"
694,,,,NOVALKO,,,0,,ZERO_RESULTS,
695,,,,NOVALZ,,,0,,ZERO_RESULTS,
696,GEOMETRIC_CENTER,"W Via Novamas, Cottonwood, AZ 86326, USA",ChIJn9O47c8aLYcRk4yGYgOALhw,NOVAMAS,34.6867121,-112.0587111,1,86326,OK,route
697,APPROXIMATE,"8000 Novo mesto, Slovenia",ChIJX9Ej41dVZEcR1HshQONVLRA,NOVAMESTO,45.80108240000001,15.1710089,1,8000,OK,"locality,political"
698,ROOFTOP,"Sultan Ahmet Mahallesi, Akbıyık Cd. No:76, 34122 Fatih/İstanbul, Turkey",ChIJeTvjI725yhQRJiLbYt1iH5w,NOVANO,41.0044421,28.9789811,1,34122,OK,"establishment,lodging,point_of_interest"
699,ROOFTOP,"556 Adams St, Milton, MA 02186, USA",ChIJqSFk241844kRQ6tXAqfLwBs,NOVARA,42.2583124,-71.0397778,1,02186,OK,"establishment,food,point_of_interest,restaurant"
700,,,,NOVARSELA,,,0,,ZERO_RESULTS,
701,,,,NOVAS,,,0,,ZERO_RESULTS,
702,,,,NOVASCHA,,,0,,ZERO_RESULTS,
703,,,,NOVASCLA,,,0,,ZERO_RESULTS,
704,APPROXIMATE,"1336 Nova Sela, Slovenia",ChIJXaRa9veMZEcR7VibDEPfYSQ,NOVASELA,45.5056405,14.887785,1,1336,OK,"locality,political"
705,,,,NOVASIOV,,,0,,ZERO_RESULTS,
706,,,,NOVASLE,,,0,,ZERO_RESULTS,
707,APPROXIMATE,"Nova Topola, Bosnia and Herzegovina",ChIJFwAu2uf3XUcRFBpZO353Seo,NOVATOPOLA,45.0520301,17.3081007,1,,OK,"locality,political"
708,GEOMETRIC_CENTER,"Via della Chiesa, 48012 Villanova RA, Italy",ChIJubGN4MIGfkcRAqjicjcR8_I,NOVAVAR,44.4514983,12.0518702,1,48012,OK,"establishment,point_of_interest"
709,APPROXIMATE,"1385 Nova Vas, Slovenia",ChIJkb5-plzQZEcRKQmOcERgGHU,NOVAVAS,45.7727262,14.5064925,10,1385,OK,"locality,political"
710,,,,NOVAVICZ,,,0,,ZERO_RESULTS,
711,,,,NOVAXELO,,,0,,ZERO_RESULTS,
712,APPROXIMATE,"Sur la Font, 24370 Veyrignac, France",ChIJceCCh42lrBIRKcGoSZgahxM,NOVE FONTOK,44.83372199999999,1.3112379,10,24370,OK,"colloquial_area,political"
