,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
16,GEOMETRIC_CENTER,"S Corning Rd, Big Flats, NY 14830, USA",EiZTIENvcm5pbmcgUmQsIEJpZyBGbGF0cywgTlkgMTQ4MzAsIFVTQQ,CORNI IG,42.1269838,-76.953295,3,14830,OK,route
17,,,,CORNIGOFF,,,0,,ZERO_RESULTS,
18,,,,CORNJA,,,0,,ZERO_RESULTS,
19,,,,CORNJE,,,0,,ZERO_RESULTS,
20,APPROXIMATE,"Gornje Selo, Croatia",ChIJS04PxJh6NRMRt2i8Hbtc-zU,CORNJESELO,43.3538276,16.3408808,1,,OK,"locality,political"
21,APPROXIMATE,"Gornji Bakinci, Bosnia and Herzegovina",ChIJWZtNjXH_XUcRruWmFhCD-X4,CORNJI BAKINCI,44.937652,17.2506,1,,OK,"locality,political"
22,APPROXIMATE,"A Coruña, Spain",ChIJTVd08fx8Lg0R7t9cCQ01R2o,CORUNA,43.3623436,-8.4115401,1,,OK,"locality,political"
23,APPROXIMATE,"A Coruña, Spain",ChIJTVd08fx8Lg0R7t9cCQ01R2o,CORUÑA,43.3623436,-8.4115401,1,,OK,"locality,political"
24,ROOFTOP,"705 S Nevada Ave, Colorado Springs, CO 80903, USA",ChIJ0YQ-wCpFE4cRQjBSsl5f0wk,COS/POLI,38.8240579,-104.8213401,1,80903,OK,"establishment,point_of_interest,police"
25,APPROXIMATE,Costa Rica,ChIJJcmsIWLlko8RK5qBNSX3VGI,COSARICA,9.748916999999999,-83.753428,1,,OK,"country,political"
26,,,,COSCELUZU,,,0,,ZERO_RESULTS,
27,,,,COSELJARI,,,0,,ZERO_RESULTS,
28,APPROXIMATE,"87100 Cosenza, Province of Cosenza, Italy",ChIJKV5ezUqXPxMR-ibEPGPIGVY,COSENZA,39.2982629,16.2537357,1,87100,OK,"locality,political"
29,,,,COSETRIANO,,,0,,ZERO_RESULTS,
30,,,,COSICE,,,0,,ZERO_RESULTS,
31,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,COSNTANTINOPLE,41.0082376,28.9783589,1,,OK,"locality,political"
32,,,,COSOVIHUG,,,0,,ZERO_RESULTS,
33,,,,COSPELI,,,0,,ZERO_RESULTS,
34,ROOFTOP,"Kupiecka 10, 52-247 Wrocław, Poland",ChIJa52nS9bDD0cRqlAIt7ZlZDo,COSPIE,51.0715989,16.9721567,1,52-247,OK,"establishment,point_of_interest,store"
35,,,,COSPILO,,,0,,ZERO_RESULTS,
36,,,,COSPOLI,,,0,,ZERO_RESULTS,
37,ROOFTOP,"716 N Wabash Ave, Chicago, IL 60611, USA",ChIJ1TJGzFLTD4gRwhD2un6Iz6M,COSSI,41.8955121,-87.6271233,1,60611,OK,"establishment,point_of_interest,shoe_store,store"
38,,,,COSTALIC,,,0,,ZERO_RESULTS,
39,,,,COSTANIAVAZ,,,0,,ZERO_RESULTS,
40,,,,COSTANICA,,,0,,ZERO_RESULTS,
41,,,,COSTANIZZA,,,0,,ZERO_RESULTS,
42,,,,COSTANOPOLI,,,0,,ZERO_RESULTS,
43,APPROXIMATE,"Costantin, 64470 Montory, France",ChIJa62q0nkcVw0RicukGnDn1wI,COSTANTIN,43.09679999999999,-0.800246,1,64470,OK,"colloquial_area,political"
44,APPROXIMATE,"Costantin, 64470 Montory, France",ChIJa62q0nkcVw0RicukGnDn1wI,COSTANTIN.,43.09679999999999,-0.800246,1,64470,OK,"colloquial_area,political"
45,ROOFTOP,"265 Atwells Ave, Providence, RI 02903, USA",ChIJtdob4wpF5IkREKqUAJDNdwg,COSTANTINO,41.8237652,-71.42679989999999,2,02903,OK,"bar,establishment,food,point_of_interest,restaurant"
46,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,COSTANTINOP,41.0082376,28.9783589,1,,OK,"locality,political"
47,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,COSTANTINOP.,41.0082376,28.9783589,1,,OK,"locality,political"
48,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,COSTANTINOPL,41.0082376,28.9783589,1,,OK,"locality,political"
49,APPROXIMATE,"Constantinopla, Peru",ChIJFZPEghVu6ZERWqlJxnaG59o,COSTANTINOPLA,-3.357451,-72.49990799999999,1,,OK,"locality,political"
50,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,COSTANTINOPLE,41.0082376,28.9783589,1,,OK,"locality,political"
51,ROOFTOP,"Via della Murgetta, ., 70053 Canosa di Puglia BA, Italy",ChIJ26Jpsoc7OBMR2jfUAbCk7Ds,COSTANTINOPLI,41.213043,16.061325,2,70053,OK,"establishment,point_of_interest"
52,ROOFTOP,"Via della Murgetta, ., 70053 Canosa di Puglia BA, Italy",ChIJ26Jpsoc7OBMR2jfUAbCk7Ds,COSTANTINOPOL,41.213043,16.061325,2,70053,OK,"establishment,point_of_interest"
53,ROOFTOP,"Via della Murgetta, ., 70053 Canosa di Puglia BA, Italy",ChIJ26Jpsoc7OBMR2jfUAbCk7Ds,COSTANTINOPOLE,41.213043,16.061325,2,70053,OK,"establishment,point_of_interest"
54,ROOFTOP,"Via della Murgetta, ., 70053 Canosa di Puglia BA, Italy",ChIJ26Jpsoc7OBMR2jfUAbCk7Ds,COSTANTINOPOLES,41.213043,16.061325,2,70053,OK,"establishment,point_of_interest"
55,ROOFTOP,"Via della Murgetta, ., 70053 Canosa di Puglia BA, Italy",ChIJ26Jpsoc7OBMR2jfUAbCk7Ds,COSTANTINOPOLI,41.213043,16.061325,2,70053,OK,"establishment,point_of_interest"
56,,,,COSTANTINO`LOA,,,0,,ZERO_RESULTS,
57,,,,COSTINEK,,,0,,ZERO_RESULTS,
58,APPROXIMATE,"Kotoriba, Croatia",ChIJzeR85fSXaEcRdOf_vJZmfRg,COTORIBA,46.3566732,16.8148759,1,,OK,"locality,political"
59,,,,COTTIGNO,,,0,,ZERO_RESULTS,
60,,,,COUCHERI,,,0,,ZERO_RESULTS,
61,,,,COUMBAO,,,0,,ZERO_RESULTS,
62,APPROXIMATE,"4940 Coura, Portugal",ChIJXwxjB9CiJQ0RnwW0yRTLJZk,COURA,41.8803196,-8.6490738,2,4940,OK,"locality,political"
63,,,,COURBINAVO,,,0,,ZERO_RESULTS,
64,GEOMETRIC_CENTER,"Brea, CA 92821, USA",ChIJjUjMXw3V3IARFcrxV9Sijb4,COURDOUS,33.9166805,-117.9000604,2,92821,OK,"establishment,point_of_interest"
65,,,,COUSBA,,,0,,ZERO_RESULTS,
66,APPROXIMATE,"Čovac, Croatia",ChIJnwBT39JpZ0cRBrjCHUvYCsY,COVAC,45.2367129,17.1696986,1,,OK,"locality,political"
67,APPROXIMATE,"Čović Polje, Bosnia and Herzegovina",ChIJh0JD1ExrXEcRJ4_ZLAz06Bg,COVIC,44.9767789,18.6486224,1,,OK,"locality,political"
68,ROOFTOP,"3640 Main St #203, Springfield, MA 01107, USA",ChIJzbz8RSDn5okR428nwNNLI74,COVICI,42.1272036,-72.6122318,1,01107,OK,"beauty_salon,doctor,establishment,hair_care,health,point_of_interest,spa"
69,,,,COZNA,,,0,,ZERO_RESULTS,
70,GEOMETRIC_CENTER,"Calle Hoja, 11500 El Puerto de Sta María, Cádiz, Spain",ChIJ63D0fXrQDQ0RFFu1BPydmio,CR(HOJA ROTA),36.6088822,-6.2710988,1,11500,OK,route
71,ROOFTOP,"1 Front St W, Toronto, ON M5J 2X6, Canada",ChIJ-dEc-SzL1IkRvCqDIZwv2-k,CRA,43.645993,-79.37778399999999,1,M5J 2X6,OK,"accounting,establishment,finance,local_government_office,point_of_interest"
72,,,,CRABERGE,,,0,,ZERO_RESULTS,
73,,,,CRABERK,,,0,,ZERO_RESULTS,
74,APPROXIMATE,"Grabovac, Croatia",ChIJ16rQHlJXYUcR89grlOR30c8,CRABOVAC,44.9735476,15.6482521,1,,OK,"locality,political"
75,APPROXIMATE,"Craca, 22470 Plouézec, France",ChIJfd_gt18DEkgRi81B42-3NO8,CRACAE,48.7594009,-2.969467,1,22470,OK,"colloquial_area,political"
76,,,,CRACEVO,,,0,,ZERO_RESULTS,
77,ROOFTOP,"8121 W 94th Ave, Westminster, CO 80021, USA",ChIJmeBX8HKJa4cRt610aSfCZAY,CRACOVIA,39.867772,-105.088765,2,80021,OK,"bar,establishment,food,point_of_interest,restaurant"
78,APPROXIMATE,"Bosansko Grahovo, Bosnia and Herzegovina",ChIJU-T9yVpqYEcRHxIXSFvjsGs,CRAHOVO,44.1790899,16.362569,1,,OK,"locality,political"
79,ROOFTOP,"475 Philip Blvd, Lawrenceville, GA 30046, USA",ChIJv5bVGHy-9YgReCHqG9omea8,CRAJA,33.9675167,-84.0112286,2,30046,OK,"doctor,establishment,health,point_of_interest"
80,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRAKVENICA,45.173583,14.6915049,1,,OK,"locality,political"
81,,,,CRAMELJ,,,0,,ZERO_RESULTS,
82,GEOMETRIC_CENTER,"Coventry CV1 1ZA, UK",ChIJi8S76LxLd0gRtNv60rnPdAg,CRASAC,52.4122184,-1.5107761,1,CV1 1ZA,OK,"establishment,health,point_of_interest"
83,APPROXIMATE,"Crasna 457085, Romania",ChIJvzEMp7FlSEcR3ziGx-qhWk0,CRASNA,47.1599576,22.8739341,1,457085,OK,"locality,political"
84,APPROXIMATE,"Krasica, Croatia",ChIJsfTOF9uffEcRoqv5ssyHaWY,CRASSIZA,45.3836941,13.6968992,1,,OK,"locality,political"
85,GEOMETRIC_CENTER,"Craton Rd, Silver Creek, GA 30173, USA",ChIJe0rBNJq5iogRFHRYaCx8ED4,CRATONCI,34.1309689,-85.13945009999999,2,30173,OK,route
86,ROOFTOP,"R. Primeiro de Maio, 85 - São Vicente, Colatina - ES, 29700-490, Brazil",ChIJI3mdWTGotwARnV4UbxsL80s,CRECHEVICE,-19.5337829,-40.6212083,1,29700-490,OK,"establishment,point_of_interest,school"
87,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRECKVENCIA,45.173583,14.6915049,1,,OK,"locality,political"
88,APPROXIMATE,"Črešnjevec, Slovenia",ChIJST_9blmHZUcRp15Kla7sOws,CREENJEVEC,46.3735028,15.6134023,1,,OK,"locality,political"
89,,,,CREMCOVIC,,,0,,ZERO_RESULTS,
90,,,,CREMUSINCE,,,0,,ZERO_RESULTS,
91,APPROXIMATE,"44410, Čremušnica, Croatia",ChIJzx-qCtKeZkcRNecckc9ZzZs,CREMUSNICA,45.446738,15.9278888,1,44410,OK,"locality,political"
92,APPROXIMATE,"26100 Cremona, Province of Cremona, Italy",ChIJg_5xPG3-gEcR9dpL5-c3dzA,CREMUSNIZA,45.133249,10.0226511,1,26100,OK,"locality,political"
93,,,,CRENKA,,,0,,ZERO_RESULTS,
94,APPROXIMATE,Croatia,ChIJ7ZXdCghBNBMRfxtm4STA86A,CREOAZIA,45.1,15.2000001,1,,OK,"country,political"
95,APPROXIMATE,"Creshevo, Macedonia (FYROM)",ChIJfcR9a2hAVBMRAalpE8ewDuc,CRESEVO,42.0507948,21.5097347,1,,OK,"locality,political"
96,,,,CRESJEVER,,,0,,ZERO_RESULTS,
97,APPROXIMATE,"Črešnjevec, Slovenia",ChIJST_9blmHZUcRp15Kla7sOws,CRESNJEVEC,46.3735028,15.6134023,1,,OK,"locality,political"
98,APPROXIMATE,"Črešnjevec, Slovenia",ChIJST_9blmHZUcRp15Kla7sOws,CRESNJOVEC,46.3735028,15.6134023,1,,OK,"locality,political"
99,,,,CRESNJOVIE,,,0,,ZERO_RESULTS,
100,APPROXIMATE,"Crespé, 79270 Saint-Symphorien, France",ChIJYyBOMWoyB0gRN28PqXbpgkk,CRESPE,46.2617819,-0.452934,1,79270,OK,"political,sublocality,sublocality_level_1"
101,APPROXIMATE,"Crespo, Entre Rios, Argentina",ChIJKXyHrpAktJURCgRNzeV-LTI,CRESPO,-32.0308896,-60.3071844,1,,OK,"locality,political"
102,APPROXIMATE,"Črešnjevec, Slovenia",ChIJST_9blmHZUcRp15Kla7sOws,CRESUJEVEC,46.3735028,15.6134023,1,,OK,"locality,political"
103,APPROXIMATE,"Crete, NE 68333, USA",ChIJwwyavf3klocRKU9pppKTfeY,CRETA,40.6252173,-96.9615141,1,68333,OK,"locality,political"
104,,,,CREVENKA,,,0,,ZERO_RESULTS,
105,,,,CRI ZVENICA,,,0,,ZERO_RESULTS,
106,APPROXIMATE,Croatia,ChIJ7ZXdCghBNBMRfxtm4STA86A,CRIACIA,45.1,15.2000001,1,,OK,"country,political"
107,,,,CRIBCIVENVA,,,0,,ZERO_RESULTS,
108,APPROXIMATE,"Cricket, Omaha Township, AR 72662, USA",ChIJj8Rv7bn7zocRLcYuMeqYC9k,CRICE,36.448955,-93.2024022,1,72662,OK,"colloquial_area,political"
109,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRICVENICA,45.173583,14.6915049,1,,OK,"locality,political"
110,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRICVENICOR,45.173583,14.6915049,1,,OK,"locality,political"
111,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIEVENICA,45.173583,14.6915049,1,,OK,"locality,political"
112,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIHNENICA,45.173583,14.6915049,1,,OK,"locality,political"
113,ROOFTOP,"117 Pecos Dr, Sunland Park, NM 88063, USA",ChIJAT6SAsT53YYRFejpMmk8mVs,CRII VRII,31.812905,-106.598709,1,88063,OK,"establishment,point_of_interest,school"
114,APPROXIMATE,"Prijedor, Bosnia and Herzegovina",ChIJ-wakT1QzZ0cR41NLmDcy8cY,CRIJEDOR,44.9778368,16.7060616,1,,OK,"locality,political"
115,APPROXIMATE,"Corregidor Island, Cavite City, Philippines",ChIJE8tu2xshljMRoFZ-TZdm0QM,CRIJIDOR,14.3851391,120.580435,1,,OK,"establishment,natural_feature"
116,,,,CRIKESICA,,,0,,ZERO_RESULTS,
117,,,,CRIKNEPRICA,,,0,,ZERO_RESULTS,
118,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKOVENICA,45.173583,14.6915049,1,,OK,"locality,political"
119,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKOVENIKA,45.173583,14.6915049,1,,OK,"locality,political"
120,,,,CRIKOVIA,,,0,,ZERO_RESULTS,
121,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKSENICE,45.173583,14.6915049,1,,OK,"locality,political"
122,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVEHICA,45.173583,14.6915049,1,,OK,"locality,political"
123,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVEINOA,45.173583,14.6915049,1,,OK,"locality,political"
124,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVELICA,45.173583,14.6915049,1,,OK,"locality,political"
125,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVENCA,45.173583,14.6915049,1,,OK,"locality,political"
126,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVENICA,45.173583,14.6915049,1,,OK,"locality,political"
127,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVENICE,45.173583,14.6915049,1,,OK,"locality,political"
128,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVENICH,45.173583,14.6915049,1,,OK,"locality,political"
129,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVENIKA,45.173583,14.6915049,1,,OK,"locality,political"
130,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVENIZA,45.173583,14.6915049,1,,OK,"locality,political"
131,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVERICA,45.173583,14.6915049,1,,OK,"locality,political"
132,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVINICA,45.173583,14.6915049,1,,OK,"locality,political"
133,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIKVONICA,45.173583,14.6915049,1,,OK,"locality,political"
134,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRILBENICA,45.173583,14.6915049,1,,OK,"locality,political"
135,,,,CRILENEVIC,,,0,,ZERO_RESULTS,
136,APPROXIMATE,Crimean Peninsula,ChIJ97NxcaPC6kAR67r_KuAJbyo,CRIMEA,45.3453029,34.4997274,1,,OK,"establishment,natural_feature"
137,,,,CRIMKENTCA SLATINA,,,0,,ZERO_RESULTS,
138,,,,CRINJA,,,0,,ZERO_RESULTS,
139,,,,CRINNECA,,,0,,ZERO_RESULTS,
140,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRINVENICU,45.173583,14.6915049,1,,OK,"locality,political"
141,,,,CRIVAK,,,0,,ZERO_RESULTS,
142,,,,CRIVELENSNCA,,,0,,ZERO_RESULTS,
143,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIVENICA,45.173583,14.6915049,1,,OK,"locality,political"
144,,,,CRIVERH,,,0,,ZERO_RESULTS,
145,,,,CRIZVENIA,,,0,,ZERO_RESULTS,
146,APPROXIMATE,"Crikvenica, Croatia",ChIJA1I1goF7Y0cRKZ5ZJrT-tQo,CRIZVENICA,45.173583,14.6915049,1,,OK,"locality,political"
147,,,,CRKOEMBOBR,,,0,,ZERO_RESULTS,
148,ROOFTOP,"Crkva, P5, Šavnik, Montenegro",ChIJ2QkfzScSTRMRXfkJGRSkJ7c,CRKVA,42.95800209999999,19.0957328,6,,OK,premise
149,APPROXIMATE,"Crkvenica, Bosnia and Herzegovina",ChIJTSnVyL9cXkcRVXs4i86jLs4,CRKVENICA,44.46883,17.6002835,1,,OK,"establishment,natural_feature"
150,APPROXIMATE,"8333 Črmošnjice, Slovenia",ChIJLxe9AT34ZEcRLcOSRRGsCEc,CRMOSNJICE,45.6728456,15.1023666,1,8333,OK,"locality,political"
151,APPROXIMATE,"Crno, Croatia",ChIJXTaNZlXlYUcRDy3xWU08mcA,CRNA,44.1134767,15.2903136,1,,OK,"locality,political"
152,,,,CRNA VLAST,,,0,,ZERO_RESULTS,
153,,,,CRNAC (ESLOVENIA),,,0,,ZERO_RESULTS,
154,,,,CRNAVES,,,0,,ZERO_RESULTS,
155,,,,CRNCARI,,,0,,ZERO_RESULTS,
156,APPROXIMATE,"53206, Crni Dabar, Croatia",ChIJlRIUdkUtYkcRSsBBq2RVMOY,CRNI DABAR,44.5569595,15.1563419,1,53206,OK,"locality,political"
157,APPROXIMATE,"1319 Črni Potok pri Dragi, Slovenia",ChIJh5XRG-vqZEcRjTQ-glH2Me0,CRNI POTOK/SLOV.,45.5897151,14.6800472,1,1319,OK,"locality,political"
158,APPROXIMATE,"Crni Vrh, Zlot, Serbia",ChIJW11BVAZWUUcRxsxKEbYPieE,CRNI VRH,44.1286111,21.9597222,1,,OK,"establishment,natural_feature"
159,APPROXIMATE,"Crni Vrh, Zlot, Serbia",ChIJW11BVAZWUUcRxsxKEbYPieE,CRNI VRK,44.1286111,21.9597222,1,,OK,"establishment,natural_feature"
160,APPROXIMATE,"California, USA",ChIJPV4oX_65j4ARVW8IJ6IJUYs,CRNIA,36.778261,-119.4179324,1,,OK,"administrative_area_level_1,political"
161,APPROXIMATE,"5262 Črniče, Slovenia",ChIJpYlB568Ee0cRQqXamDwobMo,CRNICE,45.9082968,13.777309,1,5262,OK,"locality,political"
162,APPROXIMATE,"Crnići, Bosnia and Herzegovina",ChIJocI_vWMLSxMRQfwncPUisWs,CRNICI,43.0934326,17.6371588,1,,OK,"locality,political"
163,APPROXIMATE,"51317, Crni Lug, Croatia",ChIJHVaML3mQZEcRRNdQjXHZqPc,CRNILUG,45.4180224,14.7040694,1,51317,OK,"locality,political"
164,,,,CRNINISK,,,0,,ZERO_RESULTS,
165,APPROXIMATE,"Črnivec Pass, 1241 Kamnik, Slovenia",ChIJ-3yg1V5JZUcR5PYXBpgUjEw,CRNIVEC,46.25,14.683333,1,1241,OK,"establishment,natural_feature"
166,,,,CRNIVH-DRIA,,,0,,ZERO_RESULTS,
167,APPROXIMATE,"Srpska Crnja, Serbia",ChIJqUtBpn4mRUcRJy1jTZsT0UY,CRNJA,45.7333281,20.6693099,2,,OK,"locality,political"
168,APPROXIMATE,"8340 Črnomelj, Slovenia",ChIJUwMfeHZcZEcRTVLEikbWE00,CRNOMELJ,45.57148369999999,15.1930773,1,8340,OK,"locality,political"
169,APPROXIMATE,"8340 Črnomelj, Slovenia",ChIJUwMfeHZcZEcRTVLEikbWE00,CRNOMELY,45.57148369999999,15.1930773,1,8340,OK,"locality,political"
170,,,,CRNOPOVCI,,,0,,ZERO_RESULTS,
171,,,,CRNOSNJICE,,,0,,ZERO_RESULTS,
172,APPROXIMATE,"Črnuče District, 1231 Ljubljana - Črnuče, Slovenia",ChIJr-3AQqAzZUcR8e5sMx20EbM,CRNUCE,46.1008309,14.5558522,1,1231,OK,"administrative_area_level_3,political"
173,APPROXIMATE,Croatia,ChIJ7ZXdCghBNBMRfxtm4STA86A,CROACIA,45.1,15.2000001,1,,OK,"country,political"
174,GEOMETRIC_CENTER,"Ul. Mitrovica, 48326, Virje, Croatia",ChIJNa6qwlcsZkcRUvCnaXorDV8,CROACIA  MITROVICA,46.0612881,17.0004603,1,48326,OK,route
175,,,,CROACIA ARBANASI,,,0,,ZERO_RESULTS,
176,APPROXIMATE,"Bajagić, Croatia",ChIJSXXjmmH4X0cRySzxfEC822E,CROACIA BAJAGIC,43.7586997,16.6660571,1,,OK,"locality,political"
177,,,,CROACIA BERESANE,,,0,,ZERO_RESULTS,
178,APPROXIMATE,"Bjelovar, Croatia",ChIJ3X9P3wQ2ZkcRsL8rhlCtAAQ,CROACIA BJELOVAR,45.8987972,16.8423093,1,,OK,"locality,political"
179,APPROXIMATE,"42225, Breznički Hum, Croatia",ChIJ6058ppAIZkcRcJzEkuj0ybE,CROACIA BREZNICKI HUM,46.1087127,16.2841279,1,42225,OK,"locality,political"
180,APPROXIMATE,"Brlog, Croatia",ChIJE_Hk9tGUY0cREN28g7_EWj4,CROACIA BRLOG,44.9419812,15.1338502,1,,OK,"locality,political"
181,APPROXIMATE,"Slavonski Brod, Croatia",ChIJV8zmJQG6XUcR1QoGG0C0nKk,CROACIA BROD,45.1631431,18.0116081,1,,OK,"locality,political"
182,APPROXIMATE,"Čitluk, Croatia",ChIJ5bQkROysShMRdLA8pU_u13s,CROACIA CITLUK,43.7431233,16.6549837,1,,OK,"locality,political"
183,,,,CROACIA CRNI GABAR,,,0,,ZERO_RESULTS,
184,APPROXIMATE,"43500, Daruvar, Croatia",ChIJI_xmhrKYZ0cRd1F63ohNxs0,CROACIA DARUVAR,45.5930156,17.2238397,1,43500,OK,"locality,political"
185,APPROXIMATE,"Divoševci, Croatia",ChIJLVsuZ-hNXEcRaoxKQDhOsp8,CROACIA DIVOSEVCI,45.1573118,18.340377,1,,OK,"locality,political"
186,APPROXIMATE,"Donja Bistra, Croatia",ChIJc0kbSyTFZUcRg1pBguh95K0,CROACIA DONJA BISTRA,45.9049032,15.8539709,1,,OK,"locality,political"
187,APPROXIMATE,"Dragonja, 6333",ChIJT7Mu9n5je0cRoRqVds8c8d8,CROACIA DRAGONJA,45.4698735,13.6023826,1,6333,OK,"establishment,natural_feature"
188,APPROXIMATE,"10342, Dubrava, Croatia",ChIJKReWBDFCZkcR8LUrhlCtAAQ,CROACIA DUBRAVA,45.8376352,16.5382872,1,10342,OK,"locality,political"
189,APPROXIMATE,"Rijeka, Croatia",ChIJLb6qFyWhZEcRcLbLPThvPDc,CROACIA FIUME,45.3270631,14.442176,1,,OK,"locality,political"
190,APPROXIMATE,"Gospić, Croatia",ChIJX5z89DKAYUcR-Wzaj_h2otU,CROACIA GOSPIC,44.5469337,15.3750495,1,,OK,"locality,political"
191,,,,CROACIA HADAVAC,,,0,,ZERO_RESULTS,
