,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
1323,APPROXIMATE,"1216 Dragočajna, Slovenia",ChIJNZhfTH_JekcRHJw_soGP00w,DRAGOCAJNA,46.1746041,14.4174041,1,1216,OK,"locality,political"
1324,APPROXIMATE,"1351 Dragomer, Slovenia",ChIJud4BEMfTekcRdaG4kBw82J0,DRAGOMER,46.0195071,14.3836145,1,1351,OK,"locality,political"
1325,APPROXIMATE,"1351 Dragomer, Slovenia",ChIJud4BEMfTekcRdaG4kBw82J0,DRAGOMER ESLOVENAI,46.0195071,14.3836145,1,1351,OK,"locality,political"
1326,APPROXIMATE,"1351 Dragomer, Slovenia",ChIJud4BEMfTekcRdaG4kBw82J0,DRAGOMER ESLOVENIA,46.0195071,14.3836145,1,1351,OK,"locality,political"
1327,,,,DRAGONEE,,,0,,ZERO_RESULTS,
1328,ROOFTOP,"Jl. Raya Kopo No.238, Suka Asih, Bojongloa Kaler, Kota Bandung, Jawa Barat 40233, Indonesia",ChIJC-6xHqPoaC4RVPCWF2qJrlA,DRAGONLJAVAS,-6.937492,107.5945214,2,40233,OK,"establishment,point_of_interest,shopping_mall,store"
1329,,,,DRAGONLOWASSE,,,0,,ZERO_RESULTS,
1330,,,,DRAGONNILSS,,,0,,ZERO_RESULTS,
1331,ROOFTOP,"2 Poydras St, New Orleans, LA 70130, USA",ChIJvaeaCm2mIIYRUELDbjipMJ0,DRAGOS,29.9476956,-90.0633695,1,70130,OK,"bar,establishment,food,point_of_interest,restaurant"
1332,APPROXIMATE,"Dragoslavec, Croatia",ChIJTx8hHaRNb0cR1ieLM0TBgUY,DRAGOSLAVEC,46.4526615,16.3481734,1,,OK,"locality,political"
1333,APPROXIMATE,"31411, Dragotin, Croatia",ChIJ_y-3tVFTXEcRB7M9ibviHkY,DRAGOTIN,45.2556243,18.3175879,1,31411,OK,"locality,political"
1334,ROOFTOP,"1200 N Telegraph Rd, Pontiac, MI 48341, USA",ChIJwwZaJAa-JIgRpck2FEiYRBE,DRAGOVIC,42.655649,-83.3266605,1,48341,OK,"doctor,establishment,health,point_of_interest"
1335,,,,DRAGOVLJA,,,0,,ZERO_RESULTS,
1336,,,,DRAGOWICE,,,0,,ZERO_RESULTS,
1337,,,,DRAGUYEVAC,,,0,,ZERO_RESULTS,
1338,,,,DRAGV,,,0,,ZERO_RESULTS,
1339,,,,DRAHAMALI,,,0,,ZERO_RESULTS,
1340,APPROXIMATE,"Drahovce, Slovakia",ChIJoQqsAsdWa0cR8PuWxtH3AAQ,DRAHOVEC,48.5177303,17.8010704,1,,OK,"locality,political"
1341,,,,DRAHSEMICA,,,0,,ZERO_RESULTS,
1342,,,,DRAIKICH,,,0,,ZERO_RESULTS,
1343,,,,DRAISCH,,,0,,ZERO_RESULTS,
1344,APPROXIMATE,"Draksenić, Bosnia and Herzegovina",ChIJK3rVv_s-Z0cRALb_ETHH8WY,DRAKSENIC,45.2095639,16.895609,1,,OK,"locality,political"
1345,APPROXIMATE,"Drama 661 00, Greece",ChIJf9gflNKqrhQR6FjyQYqpK0c,DRAMA,41.149001,24.1470796,1,661 00,OK,"locality,political"
1346,GEOMETRIC_CENTER,"Kadıköy Mahallesi, Dramali Sk., 34570 Silivri/İstanbul, Turkey",ChIJNRtnZcFGtRQRwEWTKIljMvA,DRAMALI,41.1390399,28.3644917,1,34570,OK,route
1347,APPROXIMATE,"Dramalj, Croatia",ChIJdWRxBrh8Y0cRDH0P65tZYm0,DRAMALJ,45.1977483,14.665556,1,,OK,"locality,political"
1348,,,,DRAMALY,,,0,,ZERO_RESULTS,
1349,,,,DRASCENIK,,,0,,ZERO_RESULTS,
1350,,,,DRASCHI VRH,,,0,,ZERO_RESULTS,
1351,,,,DRASCIVIRK,,,0,,ZERO_RESULTS,
1352,,,,DRASCIVRH,,,0,,ZERO_RESULTS,
1353,,,,DRASEVCA,,,0,,ZERO_RESULTS,
1354,GEOMETRIC_CENTER,"Dragongatan, Ystad, Sweden",ChIJ3QDntkh9VEYRi0wbW5NvzWI,DRASGO SE,55.4360259,13.8374948,10,,OK,route
1355,APPROXIMATE,"8330 Drašiči, Slovenia",ChIJmeNC_apPZEcR4MxlIqn9r_w,DRASICI,45.6659798,15.3716113,1,8330,OK,"locality,political"
1356,APPROXIMATE,"038 02 Dražkovce, Slovakia",ChIJKbAuzV7-FEcRcBaXxtH3AAQ,DRASKOVCE,49.0509744,18.9548596,1,038 02,OK,"locality,political"
1357,APPROXIMATE,"Draškovec, Croatia",ChIJ97wcSH2jaEcRVRP5ma9k8Zc,DRASKOVEC,46.3461752,16.6799134,1,,OK,"locality,political"
1358,,,,DRASKOVIC,,,0,,ZERO_RESULTS,
1359,,,,DRASMICA,,,0,,ZERO_RESULTS,
1360,APPROXIMATE,"Drašnice, Croatia",ChIJOw23dof6ShMRIgA2U1GtACY,DRASNICA,43.220141,17.1122847,1,,OK,"locality,political"
1361,APPROXIMATE,"Drašnice, Croatia",ChIJOw23dof6ShMRIgA2U1GtACY,DRASNICE,43.220141,17.1122847,1,,OK,"locality,political"
1362,APPROXIMATE,"Drašnice, Croatia",ChIJOw23dof6ShMRIgA2U1GtACY,DRASRICE,43.220141,17.1122847,1,,OK,"locality,political"
1363,,,,DRASTIERE,,,0,,ZERO_RESULTS,
1364,,,,DRATNICE,,,0,,ZERO_RESULTS,
1365,APPROXIMATE,Drava,ChIJE9OnlqNgXUcR80OhFf6yakQ,DRAU,46.1855096,15.6189081,1,,OK,"establishment,natural_feature"
1366,APPROXIMATE,"Daruvarski Brestovac, Croatia",ChIJp5Sz_IqjZ0cRcl9CG-K6zEY,DRAUVARSKI,45.6204982,17.1282718,1,,OK,"locality,political"
1367,,,,DRAVACSCHI,,,0,,ZERO_RESULTS,
1368,,,,DRAVAR,,,0,,ZERO_RESULTS,
1369,APPROXIMATE,"2370 Dravograd, Slovenia",ChIJT9fFNzHwb0cR0mbgBlK7ETc,DRAVOGAD,46.589219,15.0246021,1,2370,OK,"locality,political"
1370,APPROXIMATE,"2370 Dravograd, Slovenia",ChIJT9fFNzHwb0cR0mbgBlK7ETc,DRAVOGRA,46.589219,15.0246021,1,2370,OK,"locality,political"
1371,APPROXIMATE,"2370 Dravograd, Slovenia",ChIJT9fFNzHwb0cR0mbgBlK7ETc,DRAVOGRAD,46.589219,15.0246021,1,2370,OK,"locality,political"
1372,GEOMETRIC_CENTER,"Dravska, Beograd, Serbia",ChIJm_2D6HhwWkcRsV13z4dLdTU,DRAVSKA,44.797507,20.4892606,1,,OK,route
1373,GEOMETRIC_CENTER,"Braće Dražević, Gornji Milanovac, Serbia",ChIJuRPnrBJqV0cRp9opoDIyFTs,DRAZEVTICA,44.0282073,20.4567166,1,,OK,route
1374,APPROXIMATE,"4228 Dražgoše, Slovenia",ChIJu4F-HFKVekcRbcfgz0kM0e4,DRAZGOS,46.25214889999999,14.1770198,1,4228,OK,"locality,political"
1375,APPROXIMATE,"4228 Dražgoše, Slovenia",ChIJu4F-HFKVekcRbcfgz0kM0e4,DRAZGOSE,46.25214889999999,14.1770198,1,4228,OK,"locality,political"
1376,APPROXIMATE,"Dražice, 294 71 Benátky nad Jizerou, Czechia",ChIJhy2X-zT5C0cRhtMhYdheHqY,DRAZICE,50.30664770000001,14.8441019,1,294 71,OK,"neighborhood,political"
1377,ROOFTOP,"25 Reckless Pl, Red Bank, NJ 07701, USA",ChIJr1qAQjcwwokRqFc48LPCFRk,DRAZIN,40.3467718,-74.0661848,1,07701,OK,"establishment,lawyer,point_of_interest"
1378,,,,DRAZINDEL,,,0,,ZERO_RESULTS,
1379,ROOFTOP,"1225 N H St, Lompoc, CA 93436, USA",ChIJBZm6NMoe7IARJBdCIRuWr5k,DRBOOSKO,34.658024,-120.459181,1,93436,OK,"doctor,establishment,health,point_of_interest"
1380,ROOFTOP,"100 Tuscanney Dr Suite D, Frederick, MD 21702, USA",ChIJ8U3XlRfbyYkRGQxUQOw5JW0,DRCINA,39.4402436,-77.43880970000001,1,21702,OK,"dentist,establishment,health,point_of_interest"
1381,,,,DRE(ILE)A,,,0,,ZERO_RESULTS,
1382,,,,DREBOVER,,,0,,ZERO_RESULTS,
1383,,,,DREDEVICA,,,0,,ZERO_RESULTS,
1384,APPROXIMATE,"63303 Dreieich, Germany",ChIJH2BRPr9yvUcRT4c5LshXjv8,DREIKICH,50.0294877,8.6949231,1,63303,OK,"locality,political"
1385,,,,DREIKICH ZREIK,,,0,,ZERO_RESULTS,
1386,APPROXIMATE,"56414 Dreikirchen, Germany",ChIJqW_63FssvEcR4N3aENXUIgQ,DREIKICHE,50.4478659,7.9568033,1,56414,OK,"locality,political"
1387,,,,DREIKICKA,,,0,,ZERO_RESULTS,
1388,,,,DREITICHE,,,0,,ZERO_RESULTS,
1389,,,,DREKICHE,,,0,,ZERO_RESULTS,
1390,ROOFTOP,"17 Rue Jean Jaurès, 59170 Croix, France",ChIJUdA7Hqspw0cRcDFnQGvwpHA,DREKKICHE,50.67589539999999,3.1494412,1,59170,OK,"establishment,health,point_of_interest"
1391,APPROXIMATE,"Drenovci, Croatia",ChIJqTUCitYKXEcRqhcCGxqL6bs,DRENAVCI,44.9197182,18.9106182,1,,OK,"locality,political"
1392,APPROXIMATE,"Drenja, Macedonia (FYROM)",ChIJmbR3V6N2VRMRs02TCQXW9Cg,DRENJA,42.2295013,22.3471886,1,,OK,"locality,political"
1393,APPROXIMATE,"Drenje, Croatia",ChIJme3PwdUAXUcRccl1gDQiag8,DRENJE,45.3802489,18.2774897,1,,OK,"locality,political"
1394,,,,DRENJO,,,0,,ZERO_RESULTS,
1395,,,,DRENKIA,,,0,,ZERO_RESULTS,
1396,,,,DRENKLJE,,,0,,ZERO_RESULTS,
1397,APPROXIMATE,"51000, Drenova, Croatia",ChIJjYHTyk6hZEcRs_KxgKCemwA,DRENOVA,45.353333,14.431111,1,51000,OK,"locality,political"
1398,APPROXIMATE,"Drenov Bok, Croatia",ChIJA7AyvX09Z0cRGLFzqamyTkM,DRENOVBOK,45.26692269999999,16.8280331,1,,OK,"locality,political"
1399,APPROXIMATE,"Drenovci, Croatia",ChIJqTUCitYKXEcRqhcCGxqL6bs,DRENOVCI,44.9197182,18.9106182,1,,OK,"locality,political"
1400,,,,DRENOVEI,,,0,,ZERO_RESULTS,
1401,,,,DRENOVEN,,,0,,ZERO_RESULTS,
1402,,,,DRENOVIC,,,0,,ZERO_RESULTS,
1403,GEOMETRIC_CENTER,"Ul. Drenovica, 52100, Pula, Croatia",ChIJNXGxfsssY0cRXVy31FbIJLo,DRENOVICA,44.8520245,13.8689419,4,52100,OK,route
1404,,,,DRENOVLAK,,,0,,ZERO_RESULTS,
1405,,,,DRENSVIC,,,0,,ZERO_RESULTS,
1406,,,,DRESKLO,,,0,,ZERO_RESULTS,
1407,,,,DRESTOUAC,,,0,,ZERO_RESULTS,
1408,,,,DREUVCI,,,0,,ZERO_RESULTS,
1409,,,,DREVNICK,,,0,,ZERO_RESULTS,
1410,,,,DREYKICH,,,0,,ZERO_RESULTS,
1411,APPROXIMATE,"5222 Drežnica, Slovenia",ChIJY3Hf6xNcekcR9L6_1w26GNA,DREZENICA (KOBARID),46.25741379999999,13.6144225,1,5222,OK,"locality,political"
1412,GEOMETRIC_CENTER,"7-9 Maze St (Backyard), 3 Strauss St (Ground floor), Tel Aviv-Yafo, 6521302, Israel",ChIJJUe9aoJMHRURFy1AVmZjyos,DRGA,32.067551,34.77245,1,6521302,OK,"establishment,general_contractor,point_of_interest"
1413,,,,DRGARIJE,,,0,,ZERO_RESULTS,
1414,APPROXIMATE,"Drenovac, Serbia",ChIJyTxisMuQVkcRLhXxLCYC_fk,DRGIANOVAC,43.7612722,21.4329857,2,,OK,"locality,political"
1415,ROOFTOP,"3997 Meeting St, Loris, SC 29569, USA",ChIJkyW3GlGcqokRQlCACTPezN8,DRIG,34.0559749,-78.891302,1,29569,OK,"establishment,health,pharmacy,point_of_interest,store"
1416,APPROXIMATE,"9376 Primortsi, Bulgaria",ChIJ8amYeHQXpUARsOQOzRSgAAo,DRIMORCI,43.5545757,27.9079838,1,9376,OK,"locality,political"
1417,ROOFTOP,"2501 W Lawrence Ave #1f, Chicago, IL 60625, USA",ChIJMf1mywXSD4gRPo9Zuj0vLUs,DRINA,41.9682275,-87.6918111,1,60625,OK,"cafe,establishment,food,point_of_interest,restaurant,store"
1418,,,,DRINOKI,,,0,,ZERO_RESULTS,
1419,APPROXIMATE,"Drinovci, Bosnia and Herzegovina",ChIJOzkGL2UfSxMR1NcuGo-hM1w,DRINORCI,43.3594445,17.3231792,1,,OK,"locality,political"
1420,APPROXIMATE,"Drinovci, Bosnia and Herzegovina",ChIJOzkGL2UfSxMR1NcuGo-hM1w,DRINOVCI,43.3594445,17.3231792,1,,OK,"locality,political"
1421,,,,DRINOZ,,,0,,ZERO_RESULTS,
1422,ROOFTOP,"871 E Algonquin Rd, Schaumburg, IL 60173, USA",ChIJVwz6MpulD4gRmRUpC6VZu_E,DRINS,42.0721034,-88.0574319,1,60173,OK,"bar,establishment,night_club,point_of_interest"
1423,APPROXIMATE,"Drinsko, Bosnia and Herzegovina",ChIJuYxkgUJEWEcRa1eKRAsonyQ,DRINSKA,43.7396742,19.3102577,1,,OK,"locality,political"
1424,GEOMETRIC_CENTER,"Dr, Pflugerville, TX 78660, USA",ChIJx40Z6SDPRIYRlLbP82hYNb4,DRIOVAE,30.4146554,-97.65299680000001,6,78660,OK,route
1425,,,,DRIRUT,,,0,,ZERO_RESULTS,
1426,,,,DRIUSLY,,,0,,ZERO_RESULTS,
1427,APPROXIMATE,"Drivenik, Croatia",ChIJC5jm_aRiY0cRitv2d6lS_1w,DRIVENIK,45.240492,14.6497843,1,,OK,"locality,political"
1428,,,,DRJNE,,,0,,ZERO_RESULTS,
1429,APPROXIMATE,"Drljača, Croatia",ChIJlSoH-NLmZkcRLuEFEy0AcJg,DRLJACA,45.3597006,16.5134276,1,,OK,"locality,political"
1430,APPROXIMATE,"Drljanovac, Croatia",ChIJ2UqY4Ba0Z0cR7v01nyDhqBc,DRLJANOVAC,45.7985974,16.9828819,1,,OK,"locality,political"
1431,APPROXIMATE,"Drmeni, Macedonia (FYROM)",ChIJnbKcE9jNUBMRr9tqYNW-nhg,DRMENI,41.03328339999999,20.9990966,1,,OK,"locality,political"
1432,GEOMETRIC_CENTER,"Avenue d'Arménie, 13120 Gardanne, France",ChIJL2Y5Qb-TyRIRALSJfrLCGBY,DRMENIE,43.4541968,5.4550331,10,13120,OK,route
1433,,,,DRMICNIC,,,0,,ZERO_RESULTS,
1434,ROOFTOP,"37A, Thambu Swamy Rd, Kilpauk, Chennai, Tamil Nadu 600010, India",ChIJtzZX49hlUjoRTfQNpklpu_s,DRMONI,13.083757,80.2468056,2,600010,OK,"doctor,establishment,health,point_of_interest"
1435,,,,DRMOVICI,,,0,,ZERO_RESULTS,
1436,APPROXIMATE,"Drniš, Croatia",ChIJP8ot0hsgYEcRVn-Lssv499g,DRNIS,43.8602887,16.1558635,1,,OK,"locality,political"
1437,,,,DRNJA,,,0,,ZERO_RESULTS,
1438,APPROXIMATE,"Drnje, Croatia",ChIJ5xdn-yCdaEcREL4rhlCtAAQ,DRNJE,46.20831,16.9182638,1,,OK,"locality,political"
1439,,,,DROBOSKA,,,0,,ZERO_RESULTS,
1440,APPROXIMATE,"17-312 Drohiczyn, Poland",ChIJlwh6uK9iH0cRPR9psznvsK8,DROHICZYN,52.4003253,22.6585778,1,17-312,OK,"locality,political"
1441,APPROXIMATE,"Drohobych, Lviv Oblast, Ukraine",ChIJNWmpEqNOOkcR5Y6yCjU3cJo,DROHOBYSZ,49.3580116,23.5123193,1,,OK,"locality,political"
1442,,,,DROL GLOBODOL,,,0,,ZERO_RESULTS,
1443,APPROXIMATE,"Drôme, France",ChIJXUlPlKe6yhIRACe55CqrCAM,DROMAS,44.73118960000001,5.2266675,1,,OK,"administrative_area_level_2,political"
1444,,,,DRORANCI,,,0,,ZERO_RESULTS,
1445,,,,DROVENIK,,,0,,ZERO_RESULTS,
1446,APPROXIMATE,"Draževac, Serbia",ChIJ2fREfasRWkcRRc7rHtUTmXE,DROZEVAC,44.5848327,20.2416225,1,,OK,"locality,political"
1447,,,,DRP. CRNJA,,,0,,ZERO_RESULTS,
1448,,,,DRSAC,,,0,,ZERO_RESULTS,
1449,APPROXIMATE,"Drvenik, Croatia",ChIJI0f9q3_-ShMR0JKv0FKtAAo,DRSCENIK,43.1560519,17.2463201,1,,OK,"locality,political"
1450,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DRUBEVNICK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1451,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DRUBROVNIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1452,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DRUBROWNIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1453,,,,DRUGA,,,0,,ZERO_RESULTS,
1454,,,,DRUGONIC,,,0,,ZERO_RESULTS,
1455,GEOMETRIC_CENTER,"790 College Parkway, Rehab Center, Colchester, VT 05446, USA",ChIJe9pCB6hwykwR7sc4Mebsbwo,DRUJE,44.4965384,-73.158366,1,05446,OK,"doctor,establishment,health,point_of_interest"
1456,,,,DRUKICHE,,,0,,ZERO_RESULTS,
1457,,,,DRULOHA,,,0,,ZERO_RESULTS,
1458,GEOMETRIC_CENTER,"Drulovka, 4000 Kranj, Slovenia",ChIJnXmP8hfIekcREhnVqK9kwXQ,DRULOVKA (ESLOVENIA),46.2169939,14.3713008,1,4000,OK,route
1459,,,,DRURIVAC,,,0,,ZERO_RESULTS,
1460,APPROXIMATE,"Drušići, Montenegro",ChIJbQ9npIPETRMRW08SqLraoo4,DRUSICI,42.3561244,19.0891609,1,,OK,"locality,political"
1461,GEOMETRIC_CENTER,"790 College Parkway, Rehab Center, Colchester, VT 05446, USA",ChIJe9pCB6hwykwR7sc4Mebsbwo,DRUSJE,44.4965384,-73.158366,1,05446,OK,"doctor,establishment,health,point_of_interest"
1462,,,,DRUZILOVAC,,,0,,ZERO_RESULTS,
1463,GEOMETRIC_CENTER,"24 Mar, Graçanicë",ChIJV3c34QqcVBMRHRMu402ko7M,DRV. MAR Y POLJU,42.6059396,21.1864901,1,,OK,route
1464,,,,DRVANIC,,,0,,ZERO_RESULTS,
1465,APPROXIMATE,"Drvar, Bosnia and Herzegovina",ChIJayTxMMNeYEcRDZps2Dbsb-c,DRVAR,44.371114,16.3812914,1,,OK,"locality,political"
1466,APPROXIMATE,"Drvar, Bosnia and Herzegovina",ChIJayTxMMNeYEcRDZps2Dbsb-c,DRVAR BOSNA,44.371114,16.3812914,1,,OK,"locality,political"
1467,APPROXIMATE,"Drvenik, Croatia",ChIJI0f9q3_-ShMR0JKv0FKtAAo,DRVENIC,43.1560519,17.2463201,1,,OK,"locality,political"
1468,GEOMETRIC_CENTER,"200 Medical Plaza Way Suite 265, Los Angeles, CA 90095, 92617, United States",ChIJ4exlSxTe3IARAAN332r4GYA,DRVENICK,34.0655692,-118.4473858,1,92617,OK,"doctor,establishment,health,point_of_interest"
1469,APPROXIMATE,"Drvenik, Croatia",ChIJI0f9q3_-ShMR0JKv0FKtAAo,DRVENIK,43.1560519,17.2463201,1,,OK,"locality,political"
1470,APPROXIMATE,"Drvenik, Croatia",ChIJI0f9q3_-ShMR0JKv0FKtAAo,DRVONIK,43.1560519,17.2463201,1,,OK,"locality,political"
1471,,,,DRZIMUREK,,,0,,ZERO_RESULTS,
1472,APPROXIMATE,"Florida, USA",ChIJvypWkWV2wYgR0E7HW9MTLvc,DRZLAVA,27.6648274,-81.5157535,1,,OK,"administrative_area_level_1,political"
1473,,,,DRZOMBOLY,,,0,,ZERO_RESULTS,
1474,GEOMETRIC_CENTER,"BK -129, Saltlake, Kolkata, West Bengal 700091, India",ChIJDW8uMr11AjoRZrbcPq4LFjY,DSMENI,22.5863253,88.4304237,1,700091,OK,"establishment,point_of_interest"
1475,,,,DTARY BECSERU,,,0,,ZERO_RESULTS,
1476,ROOFTOP,"11408 NE Rosewood Ave, Vancouver, WA 98662, USA",ChIJmZDZyh6wlVQRbrF38INzjNk,DUB(INC.),45.6685111,-122.5555971,2,98662,OK,"car_repair,establishment,point_of_interest"
1477,APPROXIMATE,Duba Saudi Arabia,ChIJ35qc5P8wrBURYqYht_R_YrM,DUBA,27.3457474,35.7243073,1,,OK,"locality,political"
1478,APPROXIMATE,"Duba, Croatia",ChIJrSJtCBqmSxMR2zwp_pk0y_Q,DUBA STON,42.9778185,17.4957842,2,,OK,"locality,political"
1479,ROOFTOP,"Ul. Lina Bolmarčića 22, 51511, Malinska, Croatia",ChIJsey-BVlvY0cRRKLOMjGY0nc,DUBANSNICA,45.1238971,14.5264243,1,51511,OK,"establishment,point_of_interest"
1480,,,,DUBARIK,,,0,,ZERO_RESULTS,
1481,ROOFTOP,"Ul. Lina Bolmarčića 22, 51511, Malinska, Croatia",ChIJsey-BVlvY0cRRKLOMjGY0nc,DUBASNICA,45.1238971,14.5264243,1,51511,OK,"establishment,point_of_interest"
1482,APPROXIMATE,"Dunwich, Saxmundham IP17, UK",ChIJJaI0JSwh2kcRDZFY6jgEp_I,DUBEWICH,52.2766935,1.6265635,1,IP17,OK,"locality,political"
1483,APPROXIMATE,"Kozarska Dubica, Bosnia and Herzegovina",ChIJ43h1AIY7Z0cRHyA-E3EXktI,DUBICA,45.1779872,16.813074,1,,OK,"locality,political"
1484,APPROXIMATE,"10342, Dubrava, Croatia",ChIJKReWBDFCZkcR8LUrhlCtAAQ,DUBIRAVA,45.8376352,16.5382872,3,10342,OK,"locality,political"
1485,,,,DUBIZA,,,0,,ZERO_RESULTS,
1486,APPROXIMATE,"Dublje, Serbia",ChIJhWlEPsXHW0cRliEdYbJWJI8,DUBLJE,44.77442800000001,19.5121851,1,,OK,"locality,political"
1487,APPROXIMATE,"20356, Duboka, Croatia",ChIJlyOH8DukSxMRLbHrRW6h-S8,DUBOKA,42.9451264,17.5418467,1,20356,OK,"locality,political"
1488,,,,DUBONIK,,,0,,ZERO_RESULTS,
1489,APPROXIMATE,"980 41 Dubovec, Slovakia",ChIJhzSgsN2IP0cRACGXxtH3AAQ,DUBOVEC,48.2935527,20.153953,1,980 41,OK,"locality,political"
1490,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBOVNIT,42.65066059999999,18.0944238,1,,OK,"locality,political"
1491,,,,DUBOVRUTH,,,0,,ZERO_RESULTS,
1492,APPROXIMATE,"16-500 Dubowo, Poland",ChIJCYTmKHjy4EYRwdqCw4S_t_s,DUBOWIC,54.0638857,23.4652824,1,16-500,OK,"locality,political"
1493,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRANIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1494,,,,DUBRANOVIC,,,0,,ZERO_RESULTS,
1495,GEOMETRIC_CENTER,"Dubrovich, G4204 Santiago del Estero, Argentina",ChIJff13YW5SO5QRlnks_f3cPYc,DUBRANOVICH,-27.7914911,-64.2730484,1,G4204,OK,route
1496,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRANOVICK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1497,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRANOVIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1498,,,,DUBRASICA,,,0,,ZERO_RESULTS,
1499,APPROXIMATE,"10342, Dubrava, Croatia",ChIJKReWBDFCZkcR8LUrhlCtAAQ,DUBRAVA,45.8376352,16.5382872,3,10342,OK,"locality,political"
1500,APPROXIMATE,"42208, Dubrava Križovljanska, Croatia",ChIJx36681tZb0cRAG8D-oyJhQc,DUBRAVA/SLOVENIA,46.3814825,16.0579603,1,42208,OK,"locality,political"
1501,APPROXIMATE,"976 33 Dúbravica, Slovakia",ChIJZQw3K1NAFUcRUAOXxtH3AAQ,DUBRAVIC,48.6777928,19.2717934,1,976 33,OK,"locality,political"
1502,,,,DUBRAVICA,,,0,,ZERO_RESULTS,
1503,APPROXIMATE,"Dubravice, Croatia",ChIJV9qDE3ctNRMRmIOATHZythU,DUBRAVIZE,43.8525064,15.938154,1,,OK,"locality,political"
1504,APPROXIMATE,"Dubravnik, 31411, Lapovci, Croatia",ChIJ8TQ3X7GtXUcRN4TKo7r7ICU,DUBRAVNIK,45.23249999999999,18.215,1,31411,OK,"establishment,natural_feature"
1505,APPROXIMATE,"27-353 Dubrawa, Poland",ChIJfWuLfPFyGEcR0fY5UiNoG7Y,DUBRAWA,51.1049939,21.3616217,1,27-353,OK,"locality,political"
1506,APPROXIMATE,"Dubro, Schönewalde, Germany",ChIJAbrHzaLCp0cRNQLSqv6HI-A,DUBRDO,51.7555926,13.2541791,1,,OK,"political,sublocality,sublocality_level_1"
1507,,,,DUBRENIC,,,0,,ZERO_RESULTS,
1508,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBREVNIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1509,,,,DUBREWICH,,,0,,ZERO_RESULTS,
1510,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRIVNIC,42.65066059999999,18.0944238,1,,OK,"locality,political"
1511,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRO WNECH,42.65066059999999,18.0944238,1,,OK,"locality,political"
1512,,,,DUBROBILIC,,,0,,ZERO_RESULTS,
1513,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRODNIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1514,,,,DUBROMITZ,,,0,,ZERO_RESULTS,
1515,,,,DUBROMVIST,,,0,,ZERO_RESULTS,
1516,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRONIC,42.65066059999999,18.0944238,1,,OK,"locality,political"
1517,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRONICK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1518,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRONIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1519,,,,DUBRONUT,,,0,,ZERO_RESULTS,
1520,,,,DUBRONVIST,,,0,,ZERO_RESULTS,
1521,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBROONIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1522,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBROPWIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1523,APPROXIMATE,"Dubrovnik, Croatia",ChIJfeg1CKKLSxMRANUrhlCtAAQ,DUBRORNIK,42.65066059999999,18.0944238,1,,OK,"locality,political"
1524,APPROXIMATE,"Dubrova, Belarus",ChIJtVzo_cHp10YRmKToLpZTurQ,DUBROVA,52.342688,28.0255158,3,,OK,"locality,political"
1525,,,,DUBROVIC,,,0,,ZERO_RESULTS,
