,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
46,GEOMETRIC_CENTER,"Siglin Ct, Fort Knox, KY 40121, USA",ChIJK0FtAcXfaIgRw_Bu4jfR02Y,SIVGLIN,37.8794209,-85.94298789999999,2,40121,OK,route
47,ROOFTOP,"Žižkova 1, 340 12 Švihov, Czechia",ChIJ9wv9IF7ECkcRTUiWKHVRtn8,SIVIHOLAV,49.4789652,13.285492,1,340 12,OK,"establishment,point_of_interest"
48,,,,SIVISAR,,,0,,ZERO_RESULTS,
49,,,,SIVNI HUAR,,,0,,ZERO_RESULTS,
50,APPROXIMATE,"Sivrihisar, 26600 Sivrihisar/Eskişehir, Turkey",ChIJ2aZXlizxzRQRtLLrEsNgVvU,SIVRIHASSAR,39.4513,31.5378,1,26600,OK,"locality,political"
51,APPROXIMATE,"Shivri, Maharashtra 412303, India",ChIJX8uP9hj7wjsRr5N1JL63X3Y,SIVRIS,18.290075,74.0828839,1,412303,OK,"locality,political"
52,,,,SIVROHIVAN,,,0,,ZERO_RESULTS,
53,,,,SIVZISAR,,,0,,ZERO_RESULTS,
54,APPROXIMATE,"Siwas, Rajasthan 306502, India",ChIJq2CuMa0saDkRkAATFLFzpxg,SIWAS,25.4781401,73.5697189,1,306502,OK,"locality,political"
55,,,,SIWZ,,,0,,ZERO_RESULTS,
56,ROOFTOP,"96 River Oaks Ctr # B17, Calumet City, IL 60409, USA",ChIJL330fmwgDogRDWx95QewgZ0,SIWZEW,41.5982507,-87.5548731,1,60409,OK,"clothing_store,establishment,point_of_interest,store"
57,GEOMETRIC_CENTER,"Mamba Rd, Bulawayo, Zimbabwe",ChIJH2Zu2fdStR4RrsMPhpDgwvA,SIZANE,-20.1509848,28.5196038,1,,OK,"establishment,point_of_interest,school"
58,,,,SIZERTA,,,0,,ZERO_RESULTS,
59,GEOMETRIC_CENTER,"Vršovice, Praha 10 - Vršovice, Czechia",ChIJhYfZqYGUC0cRaT5-MQBGe2k,SJAKVOR,50.0620539,14.4663721,1,,OK,"establishment,point_of_interest"
60,APPROXIMATE,"47212, Sjeničak, Croatia",ChIJ62UedFQgZEcRWflZJ_Ara-4,SJENICOK,45.45,15.7829999,1,47212,OK,"locality,political"
61,,,,SJUBEJANA,,,0,,ZERO_RESULTS,
62,,,,SJUTA,,,0,,ZERO_RESULTS,
63,APPROXIMATE,"4220 Škofja Loka, Slovenia",ChIJGzkqCBDGekcRlSh5e85X2kc,SK. LOKA,46.1671294,14.3058337,1,4220,OK,"locality,political"
64,APPROXIMATE,"9261 Skakovci, Slovenia",ChIJE7ZRzCAUb0cRIjXU_ISrZHk,SKAKOVCI,46.7061786,16.0459151,1,9261,OK,"locality,political"
65,APPROXIMATE,"Skalat, Ternopil's'ka oblast, Ukraine",ChIJ-bOP01PGMUcRY6OhU-HdCao,SKALAT,49.4285053,25.9712877,1,,OK,"locality,political"
66,APPROXIMATE,"28-530 Skalbmierz, Poland",ChIJ1wZqlkK2F0cRMLkqJ25QEvs,SKALBMIERZ,50.31971129999999,20.3992492,1,28-530,OK,"locality,political"
67,APPROXIMATE,"32-043 Skała, Poland",ChIJRa5U3PhVFkcR9HG3nDfRbLY,SKALE,50.2304098,19.8541516,2,32-043,OK,"locality,political"
68,APPROXIMATE,"47280, Škaljevica, Croatia",ChIJ58uybv9IZEcRbaxVkiWB7JE,SKALJEVICA,45.6479176,15.4672353,1,47280,OK,"locality,political"
69,,,,SKARENOVATS,,,0,,ZERO_RESULTS,
70,,,,SKARENOVATZ,,,0,,ZERO_RESULTS,
71,,,,SKARENOVICE,,,0,,ZERO_RESULTS,
72,GEOMETRIC_CENTER,"Skaret, 6422 Molde, Norway",ChIJWZC_bV39E0YRnymGru8aQds,SKARET,62.801074,7.331427000000001,2,6422,OK,"establishment,point_of_interest"
73,APPROXIMATE,"21460, Stari Grad, Croatia",ChIJlToZqJqAShMRkNErhlCtAAQ,SKARIGRAD,43.18399580000001,16.5992505,1,21460,OK,"locality,political"
74,,,,SKARVATNO,,,0,,ZERO_RESULTS,
75,,,,SKATNIA,,,0,,ZERO_RESULTS,
76,,,,SKAVINIKA,,,0,,ZERO_RESULTS,
77,,,,SKEMLJIVIC,,,0,,ZERO_RESULTS,
78,APPROXIMATE,"34322, Skenderovci, Croatia",ChIJVZIHy-yGXUcRMNRzlSScXCo,SKENDEROVCI,45.3551979,17.5753083,1,34322,OK,"locality,political"
79,ROOFTOP,"2/12 Neild Ave, Rushcutters Bay NSW 2010, Australia",ChIJ8VYe7cOvEmsRF_mz0RVXZYU,SKHEME,-33.8780163,151.2285258,1,2010,OK,"establishment,home_goods_store,point_of_interest,store"
80,ROOFTOP,"322 Garfield Ave, Liverpool, NY 13088, USA",ChIJ3WOzkNHv2YkRGqYYe2E6pFg,SKHENNE,43.11737,-76.23161,1,13088,OK,"establishment,point_of_interest"
81,,,,SKHNE,,,0,,ZERO_RESULTS,
82,,,,SKIBLE,,,0,,ZERO_RESULTS,
83,,,,SKIETE,,,0,,ZERO_RESULTS,
84,,,,SKIRIA,,,0,,ZERO_RESULTS,
85,APPROXIMATE,"5263 Skrilje, Slovenia",ChIJcwLFoe0be0cR9a8L8C-ehCw,SKIRILJE,45.8922502,13.8489619,1,5263,OK,"locality,political"
86,,,,SKKLOW,,,0,,ZERO_RESULTS,
87,,,,SKNADINOKRPOLJE,,,0,,ZERO_RESULTS,
88,ROOFTOP,"123 Elizabeth St, Hobart TAS 7000, Australia",ChIJhw9DaZt1bqoReuOjxPNyXro,SKOBGIA,-42.8804246,147.3254454,1,7000,OK,"establishment,point_of_interest,store"
89,ROOFTOP,"Matavun 12, 6215 Divača, Slovenia",ChIJmebBnZE4e0cR9X9K7-7dp9g,SKOCIJAN,45.6658039,13.9899793,1,6215,OK,"establishment,natural_feature,point_of_interest"
90,ROOFTOP,"Matavun 12, 6215 Divača, Slovenia",ChIJmebBnZE4e0cR9X9K7-7dp9g,SKOCIJONN,45.6658039,13.9899793,1,6215,OK,"establishment,natural_feature,point_of_interest"
91,ROOFTOP,"Matavun 12, 6215 Divača, Slovenia",ChIJmebBnZE4e0cR9X9K7-7dp9g,SKOCJAN,45.6658039,13.9899793,1,6215,OK,"establishment,natural_feature,point_of_interest"
92,GEOMETRIC_CENTER,"R. Castelo de Leça - Jardim Soares, São Paulo - SP, Brazil",,SKOFIA LECA,-23.5497722,-46.4028574,1,,OK,route
93,APPROXIMATE,"4220 Škofja Loka, Slovenia",ChIJGzkqCBDGekcRlSh5e85X2kc,SKOFIA LOKA,46.1671294,14.3058337,1,4220,OK,"locality,political"
94,GEOMETRIC_CENTER,"Laura Ct SW, Albuquerque, NM 87121, USA",ChIJL6Hnj0YNIocRaUCs79JhxEE,SKOFIA LORA,35.0790813,-106.70506,2,87121,OK,route
95,,,,SKOFIA- LOGA,,,0,,ZERO_RESULTS,
96,,,,SKOFIJA,,,0,,ZERO_RESULTS,
97,APPROXIMATE,"4220 Škofja Loka, Slovenia",ChIJGzkqCBDGekcRlSh5e85X2kc,SKOFJA LEKA,46.1671294,14.3058337,1,4220,OK,"locality,political"
98,APPROXIMATE,"4220 Škofja Loka, Slovenia",ChIJGzkqCBDGekcRlSh5e85X2kc,SKOFJA LOKA,46.1671294,14.3058337,1,4220,OK,"locality,political"
99,APPROXIMATE,"4220 Škofja Loka, Slovenia",ChIJGzkqCBDGekcRlSh5e85X2kc,SKOFJA LOKA (ESLOVENIA),46.1671294,14.3058337,1,4220,OK,"locality,political"
100,APPROXIMATE,"4220 Škofja Loka, Slovenia",ChIJGzkqCBDGekcRlSh5e85X2kc,SKOFJALOKA,46.1671294,14.3058337,1,4220,OK,"locality,political"
101,APPROXIMATE,"4220 Škofja Loka, Slovenia",ChIJGzkqCBDGekcRlSh5e85X2kc,SKOFKA LOKA,46.1671294,14.3058337,1,4220,OK,"locality,political"
102,ROOFTOP,"Dunovského 685/14, 149 00 Praha 11-Chodov, Czechia",ChIJEehTTjeSC0cRGmLxLn4ypys,SKOFLKA,50.0341769,14.5040281,3,149 00,OK,"establishment,point_of_interest,school"
103,,,,SKOLACKO,,,0,,ZERO_RESULTS,
104,,,,SKOLJA LEKA,,,0,,ZERO_RESULTS,
105,ROOFTOP,"250 University Ave # 200, Palo Alto, CA 94301, USA",ChIJ6fl56Tm7j4ARbvI_fbye-7U,SKOLL,37.4452775,-122.1618767,1,94301,OK,"establishment,point_of_interest"
106,APPROXIMATE,"Skopje, Macedonia (FYROM)",ChIJpaKajKUVVBMRICCHYMKI7bI,SKOLPJE,41.9973462,21.4279956,1,,OK,"locality,political"
107,APPROXIMATE,"Skopje, Macedonia (FYROM)",ChIJpaKajKUVVBMRICCHYMKI7bI,SKOLPLJE,41.9973462,21.4279956,1,,OK,"locality,political"
108,APPROXIMATE,"11-520 Skop, Poland",ChIJDzX9Faog4kYRfllHzvjA-6I,SKOP,53.959736,21.657144,1,11-520,OK,"locality,political"
109,APPROXIMATE,"Skopje, Macedonia (FYROM)",ChIJpaKajKUVVBMRICCHYMKI7bI,SKOPIE,41.9973462,21.4279956,1,,OK,"locality,political"
110,APPROXIMATE,"Skopje, Macedonia (FYROM)",ChIJpaKajKUVVBMRICCHYMKI7bI,SKOPIJE,41.9973462,21.4279956,1,,OK,"locality,political"
111,APPROXIMATE,"4220 Škofja Loka, Slovenia",ChIJGzkqCBDGekcRlSh5e85X2kc,SKOPJA LOKA,46.1671294,14.3058337,1,4220,OK,"locality,political"
112,,,,SKOPLIE,,,0,,ZERO_RESULTS,
113,ROOFTOP,"Stora Brogatan 20, 503 30 Borås, Sweden",ChIJ9whA8K2gWkYRrD5E09DZQnM,SKOPLIS,57.72072840000001,12.9402424,1,503 30,OK,"establishment,point_of_interest,shoe_store,store"
114,APPROXIMATE,"Skopje, Macedonia (FYROM)",ChIJpaKajKUVVBMRICCHYMKI7bI,SKOPLJE,41.9973462,21.4279956,1,,OK,"locality,political"
115,APPROXIMATE,"Skopje, Macedonia (FYROM)",ChIJpaKajKUVVBMRICCHYMKI7bI,SKOPLYE,41.9973462,21.4279956,1,,OK,"locality,political"
116,,,,SKORENAWSEZ,,,0,,ZERO_RESULTS,
117,APPROXIMATE,"Skorenovac, Serbia",ChIJDQLfYwyPUEcRS8PIchUVGtI,SKORENOVAC,44.742282,20.9189463,1,,OK,"locality,political"
118,APPROXIMATE,"Skorenovac, Serbia",ChIJDQLfYwyPUEcRS8PIchUVGtI,SKORENOVAK,44.742282,20.9189463,1,,OK,"locality,political"
119,APPROXIMATE,"Skorenovac, Serbia",ChIJDQLfYwyPUEcRS8PIchUVGtI,SKORENOVOC,44.742282,20.9189463,1,,OK,"locality,political"
120,,,,SKORFA LOKA,,,0,,ZERO_RESULTS,
121,APPROXIMATE,"Općina Skrad, Croatia",ChIJrQlXUwSJZEcR8-rct5oaqsc,SKRAD,45.4292125,14.9150118,1,,OK,"administrative_area_level_2,political"
122,APPROXIMATE,"Skradin, Croatia",ChIJh12YI6gsNRMR0MwrhlCtAAQ,SKRADIN,43.8176375,15.923255,1,,OK,"locality,political"
123,APPROXIMATE,"Skradin, Croatia",ChIJh12YI6gsNRMR0MwrhlCtAAQ,SKRADINA,43.8176375,15.923255,1,,OK,"locality,political"
124,APPROXIMATE,"Skradin, Croatia",ChIJh12YI6gsNRMR0MwrhlCtAAQ,SKRADINSKI,43.8176375,15.923255,1,,OK,"locality,political"
125,APPROXIMATE,"2897 Skrat, Bulgaria",ChIJGx7LvrP0qRQRgB4PzRSgAAo,SKRAT,41.3647591,22.9960475,1,2897,OK,"locality,political"
126,APPROXIMATE,"2964 Skrebatno, Bulgaria",ChIJFYp0qkWWqxQRQB4PzRSgAAo,SKREBATNO,41.6601594,23.7970239,1,2964,OK,"locality,political"
127,APPROXIMATE,"Skorenovac, Serbia",ChIJDQLfYwyPUEcRS8PIchUVGtI,SKRENNOVAC,44.742282,20.9189463,1,,OK,"locality,political"
128,,,,SKRILJA,,,0,,ZERO_RESULTS,
129,APPROXIMATE,"5263 Skrilje, Slovenia",ChIJcwLFoe0be0cR9a8L8C-ehCw,SKRILJE,45.8922502,13.8489619,1,5263,OK,"locality,political"
130,APPROXIMATE,"Škrip, Croatia",ChIJzfVaduucShMR0gM2U1GtACY,SKRIP,43.3545925,16.6033802,1,,OK,"locality,political"
131,APPROXIMATE,"Škrljevo, Croatia",ChIJYfKWUwafZEcRowShC9Ksg0U,SKRLJEVO,45.3210128,14.5342453,1,,OK,"locality,political"
132,APPROXIMATE,"1315 Škrlovica, Slovenia",ChIJnw-fPVHZZEcR7x-gDOefQ_Y,SKRLOVICA,45.8075329,14.6487486,1,1315,OK,"locality,political"
133,,,,SKROCHOVITZ,,,0,,ZERO_RESULTS,
134,APPROXIMATE,"Skuķi, Robežnieki parish, LV-5666, Latvia",ChIJSXSRMdgAw0YRZa7uZZLbEgI,SKUKNI,55.934518,27.560923,2,LV-5666,OK,"locality,political"
135,,,,SKULETICI,,,0,,ZERO_RESULTS,
136,APPROXIMATE,"47250, Skupica, Croatia",ChIJhdWrATpmTBMRtB-pbSv73fI,SKUPICA,42.7661111,18.3680556,1,47250,OK,"establishment,locality,natural_feature,political"
137,ROOFTOP,"Carrer de Joan Coromines, 26, 07141 Es Pont d'Inca, Illes Balears, Spain",ChIJ4SQKjaWUlxIRY2D2sLmN_2s,SL(ILEG),39.6094622,2.7047582,2,07141,OK,"establishment,point_of_interest,travel_agency"
138,ROOFTOP,"125 Broad Street, New York, NY 10041, USA",ChIJjUw7LxJawokR0TpQyexDzf4,SL. BROAD,40.7051613,-74.0159706,3,10041,OK,"establishment,point_of_interest,real_estate_agency"
139,,,,SL. DRENOVCE,,,0,,ZERO_RESULTS,
140,APPROXIMATE,"34000, Požega, Croatia",ChIJFcySX-WEXUcRcMUrhlCtAAQ,SL. POZEGA,45.3314763,17.6744748,1,34000,OK,"locality,political"
141,,,,SLABINAJA,,,0,,ZERO_RESULTS,
142,APPROXIMATE,"33520, Sladojevci, Croatia",ChIJqauSjhqLZ0cR-zk7Q-Tm1eM,SLADOJEVCE,45.72489239999999,17.6570107,1,33520,OK,"locality,political"
143,APPROXIMATE,"33520, Sladojevci, Croatia",ChIJqauSjhqLZ0cR-zk7Q-Tm1eM,SLADOJEVCI,45.72489239999999,17.6570107,1,33520,OK,"locality,political"
144,,,,SLAMAVAS,,,0,,ZERO_RESULTS,
145,APPROXIMATE,"Stari Slankamen, Serbia",ChIJVWFNFhPwWkcR4VdPR7A_WnQ,SLAMKAMEN,45.1377246,20.2607457,1,,OK,"locality,political"
146,GEOMETRIC_CENTER,"Cottage Salt Water, Slaná voda 362, 029 47 Oravská Polhora, Slovakia",ChIJEeKE3P7RFUcRNmN7nyAvZpA,SLANAVODA,49.526264,19.4735063,1,029 47,OK,"establishment,park,point_of_interest"
147,,,,SLANICIC,,,0,,ZERO_RESULTS,
148,APPROXIMATE,"Stari Slankamen, Serbia",ChIJVWFNFhPwWkcR4VdPR7A_WnQ,SLANKAMAN,45.1377246,20.2607457,1,,OK,"locality,political"
149,APPROXIMATE,"Stari Slankamen, Serbia",ChIJVWFNFhPwWkcR4VdPR7A_WnQ,SLANKAMEN,45.1377246,20.2607457,1,,OK,"locality,political"
150,,,,SLANKANNEN,,,0,,ZERO_RESULTS,
151,APPROXIMATE,"Stari Slankamen, Serbia",ChIJVWFNFhPwWkcR4VdPR7A_WnQ,SLANKEMAN,45.1377246,20.2607457,1,,OK,"locality,political"
152,,,,SLANKMAN,,,0,,ZERO_RESULTS,
153,APPROXIMATE,"20232, Slano, Croatia",ChIJIw2rgk6OSxMRQvc1U1GtACY,SLANO,42.7872022,17.8925994,1,20232,OK,"locality,political"
154,,,,SLANO DALMATIA,,,0,,ZERO_RESULTS,
155,ROOFTOP,"Ul. Krste Frankopana 91, 31000, Osijek, Croatia",ChIJg75jedDnXEcRe56m9I_-Kfc,SLANOVIC,45.55249269999999,18.7121866,1,31000,OK,"establishment,point_of_interest"
156,APPROXIMATE,"Slapno, Croatia",ChIJS952K4lHZEcRZSfgIiX_kDs,SLAPNO,45.5853508,15.4824578,1,,OK,"locality,political"
157,,,,SLAPO,,,0,,ZERO_RESULTS,
158,,,,SLAPUO,,,0,,ZERO_RESULTS,
159,GEOMETRIC_CENTER,"A5, Croatia",ChIJU5A2r6r_XEcR_6WkCegqCqQ,SLARAVRONIKA,45.3463376,18.4006581,1,,OK,route
160,GEOMETRIC_CENTER,"Slarinweg, 8820 Torhout, Belgium",ChIJC1FrM15Lw0cRirF2-wIrG5s,SLARIN,51.0520284,3.0712145,1,8820,OK,route
161,,,,SLATARA,,,0,,ZERO_RESULTS,
162,APPROXIMATE,"Slatina, Romania",ChIJLQKCfDA4rUARRshCNV73j8c,SLATINA,44.4301677,24.3716904,1,,OK,"locality,political"
163,APPROXIMATE,"Slatine, Croatia",ChIJ4am2JGxoNRMR0gk2U1GtACY,SLATINE,43.5008646,16.3324105,1,,OK,"locality,political"
164,APPROXIMATE,"Slavonski Brod, Croatia",ChIJV8zmJQG6XUcR1QoGG0C0nKk,SLAUONSKY BROD.,45.1631431,18.0116081,1,,OK,"locality,political"
165,APPROXIMATE,"Slavonski Brod, Croatia",ChIJV8zmJQG6XUcR1QoGG0C0nKk,SLAV. BROD,45.1631431,18.0116081,1,,OK,"locality,political"
166,APPROXIMATE,"Slavonski Brod, Croatia",ChIJV8zmJQG6XUcR1QoGG0C0nKk,SLAV. BRODA,45.1631431,18.0116081,1,,OK,"locality,political"
167,,,,SLAVACA,,,0,,ZERO_RESULTS,
168,APPROXIMATE,"Slavonski Brod, Croatia",ChIJV8zmJQG6XUcR1QoGG0C0nKk,SLAVBROD,45.1631431,18.0116081,1,,OK,"locality,political"
169,,,,SLAVECA,,,0,,ZERO_RESULTS,
170,,,,SLAVECE,,,0,,ZERO_RESULTS,
171,APPROXIMATE,"9264 Dolnji Slaveči, Slovenia",ChIJNTiw0fYZb0cR-Y-uoQtOwf0,SLAVECI,46.7994961,16.0683192,2,9264,OK,"locality,political"
172,GEOMETRIC_CENTER,"Slavenska, Lukavica, Bosnia and Herzegovina",ChIJh7A7rSzIWEcRERcGJUUeMWU,SLAVENSKA,43.8061587,18.3716059,2,,OK,route
173,APPROXIMATE,"Slavetić, Croatia",ChIJv5Egh21KZEcRvvCO4vLFmQg,SLAVETICI,45.703151,15.5423724,1,,OK,"locality,political"
174,GEOMETRIC_CENTER,"Slavianska, 953 01 Zlaté Moravce, Slovakia",ChIJodzugGQva0cRPp8ZjR3EyCk,SLAVIEN,48.3750007,18.3840682,1,953 01,OK,route
175,APPROXIMATE,"Slavikai 71361, Lithuania",ChIJrVfv-YOl5kYRbDu-j6S66gY,SLAVIKAI,54.9607819,22.7432339,1,71361,OK,"locality,political"
176,,,,SLAVINGE,,,0,,ZERO_RESULTS,
177,GEOMETRIC_CENTER,"Pažického, 811 04 Staré Mesto-Bratislava, Slovakia",ChIJM5PE5leJbEcRri3diUovWvQ,SLAVINIE,48.1538784,17.0997196,1,811 04,OK,"establishment,point_of_interest"
178,APPROXIMATE,"Slavonia, CO 80480, USA",ChIJpV4_luiFQocRT9mFZ7cpdts,SLAVONIA,40.7844175,-106.7042083,1,80480,OK,"colloquial_area,political"
179,,,,SLAVONIE,,,0,,ZERO_RESULTS,
180,APPROXIMATE,"Slavonín, 783 01 Olomouc, Czechia",ChIJ7cPGSD5OEkcROsx5RYpMiN0,SLAVONIEN,49.5689642,17.2354033,1,783 01,OK,"neighborhood,political"
181,,,,SLAVONNIE,,,0,,ZERO_RESULTS,
182,APPROXIMATE,"Slavonski Brod, Croatia",ChIJV8zmJQG6XUcR1QoGG0C0nKk,SLAVONSKI BOOD,45.1631431,18.0116081,1,,OK,"locality,political"
183,APPROXIMATE,"Brod, Bosnia and Herzegovina",ChIJm42Nm965XUcRu--rMuIH57Q,SLAVONSKY BROD,45.14547650000001,17.9937204,1,,OK,"locality,political"
184,,,,SLAVOWSKI BOOD,,,0,,ZERO_RESULTS,
185,APPROXIMATE,"Slavsko Polje, Croatia",ChIJJbpJ44-gZkcRWeX5gnGX8-A,SLAVSKO POLIE,45.3652698,15.813094,1,,OK,"locality,political"
186,,,,SLAVULA,,,0,,ZERO_RESULTS,
187,ROOFTOP,"2395 Washington Rd, Lansing, MI 48911, USA",ChIJOX0VnSnHIogR0UPCM0ubeAQ,SLBA,42.65160470000001,-84.56669289999999,1,48911,OK,"establishment,point_of_interest"
188,,,,SLEROBELNO,,,0,,ZERO_RESULTS,
