,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
720,,,,SRINCHTE,,,0,,ZERO_RESULTS,
721,,,,SRINEN,,,0,,ZERO_RESULTS,
722,,,,SRINICHTE,,,0,,ZERO_RESULTS,
723,GEOMETRIC_CENTER,"130 East 77th Street, 7th Floor, New York, NY 10075, United States",ChIJR_RD1BxZwokRbiZIQ4YS4Nw,SRINO,40.7736644,-73.9602972,1,10075,OK,"doctor,establishment,health,point_of_interest"
724,,,,SRJANE,,,0,,ZERO_RESULTS,
725,APPROXIMATE,"21205, Srijane, Croatia",ChIJs8DjK7G8ShMR-UVUXEW-xU0,SRJIANE,43.514467,16.7337459,1,21205,OK,"locality,political"
726,,,,SRKVILA,,,0,,ZERO_RESULTS,
727,ROOFTOP,"720 W Monument St, Colorado Springs, CO 80904, USA",ChIJ6e_X3ElFE4cRWLJJCxHIQmU,SRM,38.84425299999999,-104.83798,2,80904,OK,"bicycle_store,establishment,point_of_interest,store"
728,GEOMETRIC_CENTER,"NH No. 3, Highway Railway Crossing, Mohadi Corner, Mohadi Upnagar, Dhule, Maharashtra 424311, India",ChIJdb3L7APG3jsRoSHE6xlULFU,SRNC,20.8727001,74.7756572,2,424311,OK,"car_repair,establishment,point_of_interest,store"
729,ROOFTOP,"1149 Donaldson Hwy, Erlanger, KY 41018, USA",ChIJ5xOhl3TIQYgR9EWlOQqgOLo,SROBTONIK,39.0353967,-84.62845399999999,1,41018,OK,"church,establishment,place_of_worship,point_of_interest"
730,APPROXIMATE,"4267 Srednja Vas v Bohinju, Slovenia",ChIJ534-IF-MekcRQbHnA51qbZU,SRODNJA VAS,46.2970919,13.9260094,1,4267,OK,"locality,political"
731,ROOFTOP,"617 E Plaza Ct, Laramie, WY 82070, USA",ChIJnT2pDimQaIcRM572_obIH5c,SROM,41.2938094,-105.5904787,1,82070,OK,"church,establishment,place_of_worship,point_of_interest"
732,APPROXIMATE,"8256 Sromlje, Slovenia",ChIJhz7lLgS8ZUcR0yT_FUqprd8,SROMLE,45.989042,15.5925563,1,8256,OK,"locality,political"
733,,,,SROPSKOPLJE,,,0,,ZERO_RESULTS,
734,ROOFTOP,"7021 S Memorial Dr #235b, Tulsa, OK 74133, USA",ChIJ--RP8uSNtocR3D9Jr0JZ64Q,SROSKI,36.0635305,-95.8819867,1,74133,OK,"establishment,jewelry_store,point_of_interest,store"
735,,,,SROTEVICI,,,0,,ZERO_RESULTS,
736,,,,SRP-KROTUSE,,,0,,ZERO_RESULTS,
737,,,,SRP. ARADAC,,,0,,ZERO_RESULTS,
738,,,,SRP. CRNJA,,,0,,ZERO_RESULTS,
739,,,,SRP. CRUJA,,,0,,ZERO_RESULTS,
740,,,,SRP. CRUYA,,,0,,ZERO_RESULTS,
741,,,,SRP. ELEMIR,,,0,,ZERO_RESULTS,
742,,,,SRP. GRNJA,,,0,,ZERO_RESULTS,
743,,,,SRP. ITEBEJ,,,0,,ZERO_RESULTS,
744,,,,SRP. MILDIC,,,0,,ZERO_RESULTS,
745,APPROXIMATE,"Srpski Miletić, Serbia",ChIJLyc-LWijXEcRilviXK_euUQ,SRP. MILETIC,45.5627262,19.2250519,1,,OK,"locality,political"
746,,,,SRP.CRNJA,,,0,,ZERO_RESULTS,
747,APPROXIMATE,"Srpski Miletić, Serbia",ChIJLyc-LWijXEcRilviXK_euUQ,SRP.MILETIC,45.5627262,19.2250519,1,,OK,"locality,political"
748,APPROXIMATE,"Republika Srpska, Bosnia and Herzegovina",ChIJXTFCZmySWEcR6KwQRe40bvg,SRPAKA,44.7280186,17.3148136,1,,OK,"administrative_area_level_1,political"
749,,,,SRPEKI ITABO,,,0,,ZERO_RESULTS,
750,,,,SRPLULETIK,,,0,,ZERO_RESULTS,
751,,,,SRPLULETIKE,,,0,,ZERO_RESULTS,
752,APPROXIMATE,"Srpski Miletić, Serbia",ChIJLyc-LWijXEcRilviXK_euUQ,SRPRKI,45.5627262,19.2250519,3,,OK,"locality,political"
753,APPROXIMATE,"Republika Srpska, Bosnia and Herzegovina",ChIJXTFCZmySWEcR6KwQRe40bvg,SRPSKA,44.7280186,17.3148136,1,,OK,"administrative_area_level_1,political"
754,,,,SRPSKE MITROVICE,,,0,,ZERO_RESULTS,
755,,,,SRPSKI,,,0,,ZERO_RESULTS,
756,APPROXIMATE,"Srpski Krstur, Serbia",ChIJQ7YlbNSPREcRvL27VErp0ZQ,SRPSKI KRSTOUR,46.1103128,20.1335643,1,,OK,"locality,political"
757,ROOFTOP,"5940 N High St, Columbus, OH 43085, USA",ChIJRcj8QsaMOIgRAGmkhZymp5M,SRSIC,40.08332,-83.01798699999999,1,43085,OK,"establishment,health,point_of_interest"
758,APPROXIMATE,"Izmir, İzmir, Turkey",ChIJzcpip2LYuxQR_uicpaG7jGI,SRUYRNA,38.423734,27.142826,4,,OK,"locality,political"
759,,,,SRYJENEC,,,0,,ZERO_RESULTS,
760,,,,SSFITA,,,0,,ZERO_RESULTS,
761,,,,SSSSSSS,,,0,,ZERO_RESULTS,
762,,,,SSSSSSSSSSSSSSSS,,,0,,ZERO_RESULTS,
763,ROOFTOP,"1030 W Tuscola St, Frankenmuth, MI 48734, USA",ChIJCy7kyaPyI4gRllQtAFYTlLk,ST . LORENZ,43.3301678,-83.755693,1,48734,OK,"church,establishment,place_of_worship,point_of_interest"
764,GEOMETRIC_CENTER,"Vrbas-Srbobran-Becej Railway, Serbia",ChIJcf4fU8VHW0cRXV2H-x6tHkM,ST BECEJ,45.5438401,19.7522798,1,,OK,route
765,ROOFTOP,"309 Jackson St, Monroe, LA 71201, USA",ChIJ00QDMmZILoYRvHL9KXn41aU,ST FRAN.,32.4994499,-92.1134221,1,71201,OK,"establishment,health,hospital,point_of_interest"
766,GEOMETRIC_CENTER,"Fulop St, Lake Isabella, CA 93240, USA",ChIJTxuV8d3PwYARknwGCo8pzQ4,ST FULOG,35.612708,-118.479587,1,93240,OK,route
767,ROOFTOP,"215 E Main St, Harbor Springs, MI 49740, USA",ChIJtTMr42uGSk0RmTfOxa1LjO4,ST GERNIES,45.430186,-84.98752929999999,1,49740,OK,"establishment,liquor_store,point_of_interest,store"
768,APPROXIMATE,"St George, UT, USA",ChIJ5TlJmNBEyoARHhyh-PIHF1M,ST GHEORGE,37.0965278,-113.5684164,3,,OK,"locality,political"
769,APPROXIMATE,"Saint-Hubert, Longueuil, QC, Canada",ChIJzSzbPh8FyUwRxpZdcU9fxDc,ST HOUBERT,45.49833220000001,-73.4065074,1,,OK,"political,sublocality,sublocality_level_1"
770,ROOFTOP,"6355 Rue St-Hubert, Montréal, QC H2S 2L9, Canada",ChIJYRqExWgZyUwRtZXoBbJYwvA,ST HUBERT,45.5358572,-73.60193749999999,1,H2S 2L9,OK,"establishment,food,point_of_interest,restaurant"
771,ROOFTOP,"4216 28th Ave # C, Long Island City, NY 11103, USA",ChIJ35RrThVfwokRLOBEUwSlI7M,ST IVAN,40.764204,-73.911655,1,11103,OK,"establishment,home_goods_store,plumber,point_of_interest,store"
772,GEOMETRIC_CENTER,"Janz St, Slade Point QLD 4740, Australia",ChIJJyl1fm_W22sRR5UL9CilLhE,ST JANZ,-21.0920178,149.2107875,1,4740,OK,route
773,APPROXIMATE,"64220 Saint-Jean-le-Vieux, France",ChIJY9QJU1HVVg0RQJITSBdlBgQ,ST JEAN DE VIEUX,43.16528599999999,-1.194221,1,64220,OK,"locality,political"
774,ROOFTOP,"320 Main St, Greenville, PA 16125, USA",ChIJRVHrzcS2M4gRPOMyvXeHtlM,ST LORENO,41.4076378,-80.3804594,1,16125,OK,"establishment,point_of_interest,real_estate_agency"
775,APPROXIMATE,"1273 Gradišče - K. o. Št. Lovrenc, Slovenia",ChIJS6AedLwRZUcRH25RjcT0MfI,ST LOVRENC,46.0307061,15.0688843,1,1273,OK,"locality,political"
776,,,,ST LOVRENE,,,0,,ZERO_RESULTS,
777,APPROXIMATE,Saint Martin,ChIJDRIsQgFvDowRDoJZqcp_5D0,ST MARTIN,18.0708298,-63.0500809,1,,OK,"establishment,natural_feature"
778,APPROXIMATE,"Saint Michael, Barbados",ChIJ-b7LpwL3Q4wRkoPpRyia_pY,ST MICHAEL,13.1132219,-59.59880889999999,1,,OK,"administrative_area_level_1,political"
779,APPROXIMATE,"Stara Moravica, Serbia",ChIJh42JAgFRQ0cRi2A8xsYnJcA,ST MOROVICA,45.8698455,19.4620757,1,,OK,"locality,political"
780,APPROXIMATE,"Stara Pazova, Serbia",ChIJBwk2E0RYWkcRnS0Hbv2rNB0,ST PASOVA,44.985613,20.1568773,1,,OK,"locality,political"
781,ROOFTOP,"6355 Rue St-Hubert, Montréal, QC H2S 2L9, Canada",ChIJYRqExWgZyUwRtZXoBbJYwvA,"ST, HUBERT",45.5358572,-73.60193749999999,1,H2S 2L9,OK,"establishment,food,point_of_interest,restaurant"
782,APPROXIMATE,São Tomé and Príncipe,ChIJidiaC_nscBAR6jB2VQwjUWI,ST.,0.18636,6.613080999999999,1,,OK,"country,political"
783,GEOMETRIC_CENTER,"Ben Creek Rd, St Leonard, MD 20685, USA",ChIJebeBBMB7t4kRqPIEXvRglQo,ST. BEB,38.4400863,-76.5737305,3,20685,OK,route
784,GEOMETRIC_CENTER,"Vrbas-Srbobran-Becej Railway, Serbia",ChIJcf4fU8VHW0cRXV2H-x6tHkM,ST. BECEJ,45.5438401,19.7522798,1,,OK,route
785,,,,ST. BEREJ,,,0,,ZERO_RESULTS,
786,APPROXIMATE,"Sankt Veit an der Glan, Austria",ChIJK-rhoKttcEcRUiwf05RT3qc,ST. CEIT AD. GLAN,46.76748,14.36151,1,,OK,"locality,political"
787,ROOFTOP,"524 Trinity Ave, St Louis, MO 63130, USA",ChIJuadSD00134cR067_GTMnwLk,ST. COKE,38.6548587,-90.31091959999999,1,63130,OK,"art_gallery,establishment,point_of_interest"
788,GEOMETRIC_CENTER,"Lukino Selo - Ečka, Serbia",ChIJQ73u9v_CWkcRHjUVjMSTXNQ,ST. ECKA,45.3149537,20.4279112,3,,OK,route
789,APPROXIMATE,"Stecke, 3713 Reichenbach im Kandertal, Switzerland",ChIJ-1gTk9Coj0cRJG9x1Kr-aUQ,ST. ECKE,46.6340416,7.718078800000001,1,3713,OK,"colloquial_area,political"
790,ROOFTOP,"Frans Van Schoorstraat 17, 9200 Dendermonde, Belgium",ChIJY2_x3bWWw0cRzkGrnCuzdGM,ST. EGIRIUS,51.0191321,4.1106299,1,9200,OK,"church,establishment,place_of_worship,point_of_interest"
791,,,,ST. ELCHKE,,,0,,ZERO_RESULTS,
792,APPROXIMATE,"Sterki, Poland",ChIJY0x4xm6RBkcR2QFIER-RRYE,ST. ERKI,52.5558685,15.8502719,2,64,OK,"locality,political"
793,ROOFTOP,"309 Jackson St, Monroe, LA 71201, USA",ChIJ00QDMmZILoYRvHL9KXn41aU,ST. FRAN,32.4994499,-92.1134221,1,71201,OK,"establishment,health,hospital,point_of_interest"
794,GEOMETRIC_CENTER,"Fulop St, Lake Isabella, CA 93240, USA",ChIJTxuV8d3PwYARknwGCo8pzQ4,ST. FULOG,35.612708,-118.479587,1,93240,OK,route
795,ROOFTOP,"223 York Rd, Warminster, PA 18974, USA",ChIJAXrD8_uuxokRVBoirQlKu2g,ST. FUR,40.1962464,-75.10128639999999,1,18974,OK,"establishment,point_of_interest"
796,ROOFTOP,"13th Street, Wilmington, DE 19801, USA",ChIJs6EXvjj9xokRLi6qFfNtCtE,ST. FUTAG,39.74724399999999,-75.543734,1,19801,OK,"establishment,library,point_of_interest"
797,,,,ST. FUTAK,,,0,,ZERO_RESULTS,
798,GEOMETRIC_CENTER,"Skela Futog-Beočin, Serbia",ChIJac87FcANW0cRW3q4avo_6LE,ST. FUTOG,45.2312769,19.7130334,1,,OK,route
799,GEOMETRIC_CENTER,"Törökszentmiklós, Dózsa György u., 5200 Hungary",ChIJI83I27dLQUcRIhB0ctBLFto,ST. GYOERGY,47.1378046,20.4637348,10,5200,OK,route
800,GEOMETRIC_CENTER,"Hofen, 9300 Wittenbach, Switzerland",ChIJ68EV688dm0cRRjUI9cylmdc,ST. HOFEN,47.4686495,9.3968782,5,9300,OK,route
801,APPROXIMATE,"Saint-Hubert, Longueuil, QC, Canada",ChIJzSzbPh8FyUwRxpZdcU9fxDc,ST. HOUBERT,45.49833220000001,-73.4065074,1,,OK,"political,sublocality,sublocality_level_1"
802,ROOFTOP,"6355 Rue St-Hubert, Montréal, QC H2S 2L9, Canada",ChIJYRqExWgZyUwRtZXoBbJYwvA,ST. HUBER,45.5358572,-73.60193749999999,1,H2S 2L9,OK,"establishment,food,point_of_interest,restaurant"
803,ROOFTOP,"6355 Rue St-Hubert, Montréal, QC H2S 2L9, Canada",ChIJYRqExWgZyUwRtZXoBbJYwvA,ST. HUBERT,45.5358572,-73.60193749999999,1,H2S 2L9,OK,"establishment,food,point_of_interest,restaurant"
804,,,,ST. ILJ,,,0,,ZERO_RESULTS,
805,ROOFTOP,"4216 28th Ave # C, Long Island City, NY 11103, USA",ChIJ35RrThVfwokRLOBEUwSlI7M,ST. IVAN,40.764204,-73.911655,1,11103,OK,"establishment,home_goods_store,plumber,point_of_interest,store"
806,GEOMETRIC_CENTER,"Janez Pl, Pineville, LA 71360, USA",ChIJIclEtXpMJYYRAns8kGpXQYg,ST. JANEZ,31.3429695,-92.41218529999999,2,71360,OK,route
807,APPROXIMATE,"Acre, Israel",ChIJJZyyA_7IHRURKcNNgOVZmHA,ST. JEAN D'ACRE,32.933052,35.082678,1,,OK,"locality,political"
808,ROOFTOP,"80 South Street, New York, NY 10038, USA",ChIJ0fW4pT1awokRTWHIY4f7yic,ST. JEST,40.7058367,-74.0044202,3,10038,OK,premise
809,GEOMETRIC_CENTER,"Jost St, Bourbon, MO 65441, USA",ChIJacMl-dLZ24cR3-42ZW4xIw4,ST. JOST,38.1493751,-91.2530341,3,65441,OK,route
810,APPROXIMATE,"1290 Sveti Jurij, Slovenia",ChIJxeVT5ismZUcRgXiZ8itp-F0,ST. JURIJ,45.926492,14.621175,1,1290,OK,"locality,political"
811,GEOMETRIC_CENTER,"Shari al Dahra al-Kabira, Tripoli, Libya",ChIJm1JjdseSqBMRkB7LYTJdrhQ,ST. KANIRA,32.8920275,13.1886183,2,,OK,route
812,GEOMETRIC_CENTER,"Kaniža, 42240, Kaniža, Croatia",ChIJA0Zr0Dz6ZUcR3yT7t-0axrI,ST. KANIZA,46.2157081,16.085733,4,42240,OK,route
813,,,,ST. KANZA-BACKA,,,0,,ZERO_RESULTS,
814,ROOFTOP,"117 Dobbin St Ste 206, Brooklyn, NY 11222, USA",ChIJs7XQwkNZwokRx-PTzp0dHeg,ST. KARLOWSKI,40.7257968,-73.9552455,1,11222,OK,"establishment,health,point_of_interest"
815,APPROXIMATE,"Santa Clara, CA, USA",ChIJk8EIXIG3j4ARwL_Ao3ykdeQ,ST. KLARA,37.3541079,-121.9552356,1,,OK,"locality,political"
816,GEOMETRIC_CENTER,"Kalenderhâne Mh. Hızırbey Sk., Kalenderhane Mahallesi, 42050 Karatay/Konya, Turkey",ChIJ2ZjYOAuF0BQRoVXQOT1s1Y4,ST. KONYZIA,37.8803836,32.4957652,7,42050,OK,"establishment,point_of_interest"
817,ROOFTOP,"Scharrerstraße 32, 90478 Nürnberg, Germany",ChIJ5Y38EIJXn0cRCOejAz4841A,ST. KUNIGUND,49.44462,11.10692,2,90478,OK,"church,establishment,place_of_worship,point_of_interest"
818,ROOFTOP,"1030 W Tuscola St, Frankenmuth, MI 48734, USA",ChIJCy7kyaPyI4gRllQtAFYTlLk,ST. LORENC,43.3301678,-83.755693,1,48734,OK,"church,establishment,place_of_worship,point_of_interest"
819,ROOFTOP,"1030 W Tuscola St, Frankenmuth, MI 48734, USA",ChIJCy7kyaPyI4gRllQtAFYTlLk,ST. LORENZ,43.3301678,-83.755693,1,48734,OK,"church,establishment,place_of_worship,point_of_interest"
820,APPROXIMATE,"St Louis, MO, USA",ChIJ-Y7t-qm02IcRW-C7IsrqOb4,ST. LOUIS,38.6270025,-90.19940419999999,1,,OK,"locality,political"
821,APPROXIMATE,"1273 Gradišče - K. o. Št. Lovrenc, Slovenia",ChIJS6AedLwRZUcRH25RjcT0MfI,ST. LOVRENC,46.0307061,15.0688843,1,1273,OK,"locality,political"
822,GEOMETRIC_CENTER,"Lura St, Lowell, MA 01851, USA",ChIJkTbiFYCk44kRp8fZRNSEUCg,ST. LURA,42.6279399,-71.3363588,1,01851,OK,route
823,APPROXIMATE,Saint Martin,ChIJDRIsQgFvDowRDoJZqcp_5D0,ST. MARTIN,18.0708298,-63.0500809,1,,OK,"establishment,natural_feature"
824,ROOFTOP,"12512 State Hwy 205, Lavon, TX 75166, USA",ChIJg4ph-jgBTIYRoM1Cz3gCeMc,ST. MARTINO,32.9868574,-96.46776919999999,2,75166,OK,"establishment,food,point_of_interest"
825,,,,ST. MIKANOWIC,,,0,,ZERO_RESULTS,
826,GEOMETRIC_CENTER,"Moravica, Serbia",ChIJy2_yVPz6VBMRY8lMF7NLAbo,ST. MORAVICA,42.4212983,21.7333817,2,,OK,route
827,GEOMETRIC_CENTER,"Palanka, Sremska Mitrovica, Serbia",ChIJBeQluySlW0cRAh1lcaQSrF4,ST. PALANKA,44.9708603,19.628428,3,,OK,route
828,GEOMETRIC_CENTER,"Domplatz, 94032 Passau, Germany",ChIJzeY-CqpYdEcRJv0Wi3uE-eY,ST. PASAWA,48.5741597,13.4656793,2,94032,OK,"church,establishment,place_of_worship,point_of_interest"
829,APPROXIMATE,"Stara Pazova, Serbia",ChIJBwk2E0RYWkcRnS0Hbv2rNB0,ST. PAZOVA,44.985613,20.1568773,1,,OK,"locality,political"
830,,,,ST. PERLONKA,,,0,,ZERO_RESULTS,
831,APPROXIMATE,"St Peters, MO, USA",ChIJm9TT9xfX3ocRJTQVPyCM9vY,ST. PETER,38.7874699,-90.6298922,2,,OK,"locality,political"
832,,,,ST. PETER GORKI,,,0,,ZERO_RESULTS,
833,APPROXIMATE,"Staro Petrovo Selo, Croatia",ChIJrbgwnwCMXUcRxz_ZhrIlrsw,ST. PETROVOSOLO,45.2292737,17.5212619,1,,OK,"locality,political"
834,GEOMETRIC_CENTER,"Polanka, Poznań, Poland",ChIJrSj1JAxbBEcRO3rThDv_r6M,ST. POLANKA,52.3995651,16.9585874,2,,OK,route
835,GEOMETRIC_CENTER,"Slavonska Pozhega, Shtip 2000, Macedonia (FYROM)",ChIJ4dKWldLcVRMRccRKUKbnnsc,ST. POZEGA,41.7471688,22.1806666,2,2000,OK,route
836,GEOMETRIC_CENTER,"Tunel Sveti Rok, Croatia",ChIJGXWltZe-YUcRCuzot6IBBbg,ST. ROK/LIKA,44.2789806,15.6653262,1,,OK,route
837,GEOMETRIC_CENTER,"Ruppert St, Pigeon, MI 48755, USA",ChIJmf54Vgu-JogRvWJKxkGm2nI,ST. RUPPERT,43.82633939999999,-83.27168549999999,4,48755,OK,route
838,,,,ST. SIVAC,,,0,,ZERO_RESULTS,
839,GEOMETRIC_CENTER,"UG- 19, Vishwa Sadan, Janak Place, District Center, Janakpuri, Janakpuri District Center, Janakpuri, Delhi, 110058, India",ChIJNcYPF78EDTkR27YAJTw-wCA,ST. SIVOI,28.629013,77.079864,1,110058,OK,"establishment,point_of_interest,travel_agency"
840,ROOFTOP,"525 Jackson St, Anoka, MN 55303, USA",ChIJJUaTXpE-s1IRyStP5cVTW38,ST. STEBEJ,45.199199,-93.38274,1,55303,OK,"church,establishment,place_of_worship,point_of_interest"
841,GEOMETRIC_CENTER,"59260 Lille, France",ChIJe6PqKj3WwkcRNz1zS0eZNHo,ST. SUVAC,50.6270985,3.1254494,1,59260,OK,"establishment,point_of_interest,university"
842,,,,ST. SWAC,,,0,,ZERO_RESULTS,
843,APPROXIMATE,"St Thomas, 00802, USVI",ChIJtzUG3IkaBYwR5Jf28eeAEl0,ST. TOMAS,18.3380965,-64.8940946,1,00802,OK,"establishment,natural_feature"
844,ROOFTOP,"4401 E Flower St, Phoenix, AZ 85018, USA",ChIJ3S5XE0YMK4cR6muQ_rI3cp4,ST. URBAN,33.4857523,-111.9865662,1,85018,OK,"establishment,point_of_interest,store"
845,GEOMETRIC_CENTER,"Ibn Urbas, An Nahdah, Riyadh 13222, Saudi Arabia",ChIJ9fhVv2QALz4Rktr02kBL-Kk,ST. URBAS,24.7619092,46.8142457,1,13222,OK,route
846,GEOMETRIC_CENTER,"Vela St, Kingsville, TX 78363, USA",ChIJdyMT6aQoZoYR6m4TWLVCfKI,ST. VELAS,27.5252409,-97.85795499999999,10,78363,OK,route
847,GEOMETRIC_CENTER,"20000, Dubrovnik, Croatia",ChIJ5zUZ2zILTBMRFBp5WOAyHvY,ST. VID,42.6423142,18.1096253,1,20000,OK,"establishment,point_of_interest"
848,,,,ST. VRBAS,,,0,,ZERO_RESULTS,
849,ROOFTOP,"622 S Oakwood Ave, Beckley, WV 25801, USA",ChIJBXHtswTzTogRLvyTIgIBxqo,ST.BECEY,37.7693836,-81.1975492,1,25801,OK,"establishment,point_of_interest,school"
850,GEOMETRIC_CENTER,"Rebecca Dr, St Charles, MO 63301, USA",ChIJ93PB-j4v34cR6vze76goZn4,ST.BECY,38.795872,-90.51007539999999,10,63301,OK,route
851,,,,ST.CANISA,,,0,,ZERO_RESULTS,
852,GEOMETRIC_CENTER,"Lukino Selo - Ečka, Serbia",ChIJQ73u9v_CWkcRHjUVjMSTXNQ,ST.ECKA,45.3149537,20.4279112,3,,OK,route
853,ROOFTOP,"6355 Rue St-Hubert, Montréal, QC H2S 2L9, Canada",ChIJYRqExWgZyUwRtZXoBbJYwvA,ST.HUBERT,45.5358572,-73.60193749999999,1,H2S 2L9,OK,"establishment,food,point_of_interest,restaurant"
854,ROOFTOP,"1000 Main St, St Johnsbury, VT 05819, USA",ChIJFbUsviNGtEwRyLCO2J_QsXo,ST.J.,44.416193,-72.019289,1,05819,OK,"establishment,point_of_interest,school"
855,APPROXIMATE,"Saint-Constant, QC, Canada",ChIJSQbFa2ANyUwRkuWxgq5hseA,ST.KONSTANT,45.379181,-73.56449130000001,1,,OK,"locality,political"
856,APPROXIMATE,"St. Petersburg, FL, USA",ChIJQao6aWPmwogR_4vUvANAzAQ,ST.PEEY,27.7676008,-82.64029149999999,1,,OK,"locality,political"
857,APPROXIMATE,"Saint-Sirac, 31430 Saint-Élix-le-Château, France",ChIJVdMzHJkuqRIRYEINeGM1KH4,ST.SIRAC,43.2685249,1.128959,1,31430,OK,"colloquial_area,political"
858,,,,ST.SIVAC,,,0,,ZERO_RESULTS,
859,GEOMETRIC_CENTER,"20000, Dubrovnik, Croatia",ChIJ5zUZ2zILTBMRFBp5WOAyHvY,ST.VID,42.6423142,18.1096253,1,20000,OK,"establishment,point_of_interest"
860,APPROXIMATE,"Port St Lucie, FL, USA",ChIJrQ7F9u_q3ogR4BB-3vlUSvQ,STA LUCIA,27.2730492,-80.3582261,1,,OK,"locality,political"
861,GEOMETRIC_CENTER,"Verba Santa Dr, Palm Desert, CA 92260, USA",ChIJjb2G7m3-2oARkOIO9o8Zq-g,STA VERBAS,33.7150043,-116.3902459,1,92260,OK,route
862,APPROXIMATE,"Santa Cruz, CA, USA",ChIJSdU2fBtEjoARhfnXKksQylI,STA. CRUZ,36.9741171,-122.0307963,1,,OK,"locality,political"
863,,,,STA. PARASQUERI,,,0,,ZERO_RESULTS,
864,APPROXIMATE,"Stobreč, Croatia",ChIJoSK8LfJfNRMRwgk2U1GtACY,STABREC,43.5039342,16.5237792,1,,OK,"locality,political"
865,,,,STADENCE,,,0,,ZERO_RESULTS,
866,,,,STADJIN,,,0,,ZERO_RESULTS,
867,,,,STADTMTHOR,,,0,,ZERO_RESULTS,
868,,,,STAFEKUCHE,,,0,,ZERO_RESULTS,
869,APPROXIMATE,"Kaštel Štafilić, Croatia",ChIJtUPRj8RCNRMRYgo2U1GtACY,STAFILIC,43.5469021,16.3299194,1,,OK,"locality,political"
870,APPROXIMATE,"Hajdučica, Serbia",ChIJF-QnOdGgWkcRkQDYIuImNbo,STAJDUCICA,45.2443532,20.965516,1,,OK,"locality,political"
871,APPROXIMATE,"Stajnica, Croatia",ChIJf-qWpwXyY0cRRbIey8rRZ5A,STAJNICA,45.03554339999999,15.2550691,1,,OK,"locality,political"
872,APPROXIMATE,"Stajnica, Croatia",ChIJf-qWpwXyY0cRRbIey8rRZ5A,STAJNICO,45.03554339999999,15.2550691,1,,OK,"locality,political"
873,APPROXIMATE,"Stajna, Bosnia and Herzegovina",ChIJp4CHTJLpWEcRdFBgPOc7mFs,STAJNIE,43.8203602,18.6909867,1,,OK,"locality,political"
874,,,,STAKI KOL,,,0,,ZERO_RESULTS,
875,APPROXIMATE,"Staňkovice, Czechia",ChIJgTkerhs9CkcR8OQVZg-vAAQ,STAKOVICA,50.3498271,13.5710508,1,,OK,"locality,political"
876,APPROXIMATE,"Stale, Poland",ChIJXYVTuC40PUcRVuxdbOc9Q_s,STALA,50.5602042,21.7460709,1,39,OK,"locality,political"
877,,,,STALCUJE,,,0,,ZERO_RESULTS,
878,APPROXIMATE,"Stale, Poland",ChIJXYVTuC40PUcRVuxdbOc9Q_s,STALE,50.5602042,21.7460709,1,39,OK,"locality,political"
879,,,,STALITRG,,,0,,ZERO_RESULTS,
880,,,,STALJARI,,,0,,ZERO_RESULTS,
881,,,,STALZEN,,,0,,ZERO_RESULTS,
882,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,STAMBAUL,41.0082376,28.9783589,1,,OK,"locality,political"
883,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,STAMBIEUL,41.0082376,28.9783589,1,,OK,"locality,political"
884,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,STAMBOEUL,41.0082376,28.9783589,1,,OK,"locality,political"
885,,,,STAMBOLI,,,0,,ZERO_RESULTS,
886,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,STAMBOOUL,41.0082376,28.9783589,1,,OK,"locality,political"
887,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,STAMBOUL,41.0082376,28.9783589,1,,OK,"locality,political"
888,,,,STAMBOULN,,,0,,ZERO_RESULTS,
889,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,STAMBUL,41.0082376,28.9783589,1,,OK,"locality,political"
890,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,STAMMUL,41.0082376,28.9783589,1,,OK,"locality,political"
891,ROOFTOP,"2017 Mission St, San Francisco, CA 94103, USA",ChIJLZDhoyN-j4ARE-UIwWs_ohQ,STAMNE,37.7647204,-122.4195153,1,94103,OK,"establishment,point_of_interest"
892,APPROXIMATE,"Stamora Germană, Romania",ChIJ538hTlkFUEcRr_E203cA_Ds,STAMORA,45.2813183,21.2499053,1,,OK,"locality,political"
893,ROOFTOP,"Petrou Ralli 521, Nikea Agios Ioannis Rentis 184 51, Greece",ChIJK42BT6W7oRQR3ZYQuBAuBO4,STAMOU,37.964374,23.6332992,1,184 51,OK,"establishment,health,pharmacy,point_of_interest,store"
894,APPROXIMATE,"Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine, 76000",ChIJHTiwNGzBMEcRwkGe5ZQj09Y,STAMSLAWOW,48.922633,24.711117,1,76000,OK,"locality,political"
895,,,,STANATIC,,,0,,ZERO_RESULTS,
896,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,STANBOUL,41.0082376,28.9783589,1,,OK,"locality,political"
